body_id,性别,体型,比例,肌肉型,站姿,描述
BD0447,女,温和型,8.5头身,饱满力量,重心前倾,女性·温和型 / 8.5头身 / 饱满力量 / 重心前倾
BD0448,女,丰盈型,6.5头身,非战斗肌,自然站姿,女性·丰盈型 / 6.5头身 / 非战斗肌 / 自然站姿
BD0449,男,剑士型,7.5头身,厚实沉稳,重心后坐,男性·剑士型 / 7.5头身 / 厚实沉稳 / 重心后坐
BD0450,男,剑士型,6.5头身,非战斗肌,自然站姿,男性·剑士型 / 6.5头身 / 非战斗肌 / 自然站姿
BD0451,女,战斗型,7头身,非战斗肌,放松垂手,女性·战斗型 / 7头身 / 非战斗肌 / 放松垂手
BD0452,女,修长型,6.5头身,饱满力量,自然站姿,女性·修长型 / 6.5头身 / 饱满力量 / 自然站姿
BD0453,女,修长型,8.5头身,少年未成型,侧身戒备,女性·修长型 / 8.5头身 / 少年未成型 / 侧身戒备
BD0454,女,猎手型,8.5头身,精瘦紧致,重心前倾,女性·猎手型 / 8.5头身 / 精瘦紧致 / 重心前倾
BD0455,男,隐修型,6.5头身,精瘦紧致,手扶武器,男性·隐修型 / 6.5头身 / 精瘦紧致 / 手扶武器
BD0456,男,隐修型,8.5头身,饱满力量,侧身戒备,男性·隐修型 / 8.5头身 / 饱满力量 / 侧身戒备
BD0457,男,剑士型,7.5头身,饱满力量,微微下沉,男性·剑士型 / 7.5头身 / 饱满力量 / 微微下沉
BD0458,女,猎手型,6.5头身,病弱纤薄,侧身戒备,女性·猎手型 / 6.5头身 / 病弱纤薄 / 侧身戒备
BD0459,女,精悍型,8头身,精瘦紧致,放松垂手,女性·精悍型 / 8头身 / 精瘦紧致 / 放松垂手
BD0460,男,均衡型,6.5头身,非战斗肌,微微下沉,男性·均衡型 / 6.5头身 / 非战斗肌 / 微微下沉
BD0461,男,瘦长型,7头身,饱满力量,重心前倾,男性·瘦长型 / 7头身 / 饱满力量 / 重心前倾
BD0462,男,重装型,6.5头身,病弱纤薄,放松垂手,男性·重装型 / 6.5头身 / 病弱纤薄 / 放松垂手
BD0463,男,战士型,7头身,精瘦紧致,手扶武器,男性·战士型 / 7头身 / 精瘦紧致 / 手扶武器
BD0464,男,游侠型,8头身,病弱纤薄,自然站姿,男性·游侠型 / 8头身 / 病弱纤薄 / 自然站姿
BD0465,男,力士型,6.5头身,饱满力量,侧身戒备,男性·力士型 / 6.5头身 / 饱满力量 / 侧身戒备
BD0466,男,瘦长型,8头身,饱满力量,重心前倾,男性·瘦长型 / 8头身 / 饱满力量 / 重心前倾
BD0467,女,成熟型,6.5头身,病弱纤薄,自然站姿,女性·成熟型 / 6.5头身 / 病弱纤薄 / 自然站姿
BD0468,男,重装型,6.5头身,病弱纤薄,侧身戒备,男性·重装型 / 6.5头身 / 病弱纤薄 / 侧身戒备
BD0469,男,智者型,8.5头身,低脂清晰,自然站姿,男性·智者型 / 8.5头身 / 低脂清晰 / 自然站姿
BD0470,男,刺客型,7.5头身,少年未成型,微微下沉,男性·刺客型 / 7.5头身 / 少年未成型 / 微微下沉
BD0471,女,精悍型,7头身,病弱纤薄,自然站姿,女性·精悍型 / 7头身 / 病弱纤薄 / 自然站姿
BD0472,女,少女型,7.5头身,病弱纤薄,侧身戒备,女性·少女型 / 7.5头身 / 病弱纤薄 / 侧身戒备
BD0473,女,丰盈型,6.5头身,精瘦紧致,抱臂而立,女性·丰盈型 / 6.5头身 / 精瘦紧致 / 抱臂而立
BD0474,男,战士型,7头身,低脂清晰,重心前倾,男性·战士型 / 7头身 / 低脂清晰 / 重心前倾
BD0475,男,力士型,7头身,精瘦紧致,微微下沉,男性·力士型 / 7头身 / 精瘦紧致 / 微微下沉
BD0476,女,异族型,6.5头身,低脂清晰,放松垂手,女性·异族型 / 6.5头身 / 低脂清晰 / 放松垂手
BD0477,女,战斗型,7.5头身,饱满力量,重心前倾,女性·战斗型 / 7.5头身 / 饱满力量 / 重心前倾
BD0478,男,隐修型,8.5头身,饱满力量,重心前倾,男性·隐修型 / 8.5头身 / 饱满力量 / 重心前倾
BD0479,女,温和型,7头身,病弱纤薄,重心后坐,女性·温和型 / 7头身 / 病弱纤薄 / 重心后坐
BD0480,女,温和型,8.5头身,中等紧实,重心后坐,女性·温和型 / 8.5头身 / 中等紧实 / 重心后坐
BD0481,女,修长型,8头身,精瘦紧致,侧身戒备,女性·修长型 / 8头身 / 精瘦紧致 / 侧身戒备
BD0482,女,异族型,8头身,中等紧实,手扶武器,女性·异族型 / 8头身 / 中等紧实 / 手扶武器
BD0483,女,精悍型,7头身,精瘦紧致,手扶武器,女性·精悍型 / 7头身 / 精瘦紧致 / 手扶武器
BD0484,男,均衡型,8头身,非战斗肌,重心后坐,男性·均衡型 / 8头身 / 非战斗肌 / 重心后坐
BD0485,女,精悍型,8.5头身,病弱纤薄,放松垂手,女性·精悍型 / 8.5头身 / 病弱纤薄 / 放松垂手
BD0486,男,游侠型,7.5头身,精瘦紧致,重心后坐,男性·游侠型 / 7.5头身 / 精瘦紧致 / 重心后坐
BD0487,女,灵巧型,8.5头身,少年未成型,抱臂而立,女性·灵巧型 / 8.5头身 / 少年未成型 / 抱臂而立
BD0488,女,战斗型,6.5头身,中等紧实,重心前倾,女性·战斗型 / 6.5头身 / 中等紧实 / 重心前倾
BD0489,女,精悍型,8头身,精瘦紧致,重心后坐,女性·精悍型 / 8头身 / 精瘦紧致 / 重心后坐
BD0490,男,智者型,7.5头身,病弱纤薄,重心后坐,男性·智者型 / 7.5头身 / 病弱纤薄 / 重心后坐
BD0491,男,刺客型,8.5头身,精瘦紧致,自然站姿,男性·刺客型 / 8.5头身 / 精瘦紧致 / 自然站姿
BD0492,男,隐修型,8头身,少年未成型,重心前倾,男性·隐修型 / 8头身 / 少年未成型 / 重心前倾
BD0493,女,成熟型,8.5头身,少年未成型,自然站姿,女性·成熟型 / 8.5头身 / 少年未成型 / 自然站姿
BD0494,男,重装型,8头身,病弱纤薄,微微下沉,男性·重装型 / 8头身 / 病弱纤薄 / 微微下沉
BD0495,女,异族型,6.5头身,中等紧实,自然站姿,女性·异族型 / 6.5头身 / 中等紧实 / 自然站姿
BD0496,男,游侠型,7.5头身,少年未成型,重心后坐,男性·游侠型 / 7.5头身 / 少年未成型 / 重心后坐
BD0497,女,少女型,8.5头身,饱满力量,自然站姿,女性·少女型 / 8.5头身 / 饱满力量 / 自然站姿
BD0498,女,精悍型,8.5头身,饱满力量,侧身戒备,女性·精悍型 / 8.5头身 / 饱满力量 / 侧身戒备
BD0499,男,均衡型,8.5头身,精瘦紧致,手扶武器,男性·均衡型 / 8.5头身 / 精瘦紧致 / 手扶武器
BD0500,男,隐修型,8.5头身,饱满力量,放松垂手,男性·隐修型 / 8.5头身 / 饱满力量 / 放松垂手
BD0501,男,智者型,6.5头身,中等紧实,侧身戒备,男性·智者型 / 6.5头身 / 中等紧实 / 侧身戒备
BD0502,女,异族型,8头身,低脂清晰,抱臂而立,女性·异族型 / 8头身 / 低脂清晰 / 抱臂而立
BD0503,女,温和型,8头身,精瘦紧致,放松垂手,女性·温和型 / 8头身 / 精瘦紧致 / 放松垂手
BD0504,男,剑士型,8.5头身,中等紧实,微微下沉,男性·剑士型 / 8.5头身 / 中等紧实 / 微微下沉
BD0505,女,异族型,7头身,病弱纤薄,微微下沉,女性·异族型 / 7头身 / 病弱纤薄 / 微微下沉
BD0506,女,精悍型,7.5头身,非战斗肌,自然站姿,女性·精悍型 / 7.5头身 / 非战斗肌 / 自然站姿
BD0507,女,少女型,7.5头身,厚实沉稳,侧身戒备,女性·少女型 / 7.5头身 / 厚实沉稳 / 侧身戒备
BD0508,男,刺客型,8头身,精瘦紧致,侧身戒备,男性·刺客型 / 8头身 / 精瘦紧致 / 侧身戒备
BD0509,女,战斗型,8.5头身,低脂清晰,侧身戒备,女性·战斗型 / 8.5头身 / 低脂清晰 / 侧身戒备
BD0510,男,隐修型,7.5头身,病弱纤薄,重心前倾,男性·隐修型 / 7.5头身 / 病弱纤薄 / 重心前倾
BD0511,男,战士型,6.5头身,少年未成型,重心前倾,男性·战士型 / 6.5头身 / 少年未成型 / 重心前倾
BD0512,女,战斗型,8头身,厚实沉稳,放松垂手,女性·战斗型 / 8头身 / 厚实沉稳 / 放松垂手
BD0513,女,猎手型,7头身,精瘦紧致,手扶武器,女性·猎手型 / 7头身 / 精瘦紧致 / 手扶武器
BD0514,女,异族型,7头身,少年未成型,自然站姿,女性·异族型 / 7头身 / 少年未成型 / 自然站姿
BD0515,男,刺客型,7头身,病弱纤薄,重心后坐,男性·刺客型 / 7头身 / 病弱纤薄 / 重心后坐
BD0516,女,异族型,7.5头身,厚实沉稳,重心后坐,女性·异族型 / 7.5头身 / 厚实沉稳 / 重心后坐
BD0517,男,隐修型,7.5头身,中等紧实,抱臂而立,男性·隐修型 / 7.5头身 / 中等紧实 / 抱臂而立
BD0518,男,瘦长型,7头身,厚实沉稳,侧身戒备,男性·瘦长型 / 7头身 / 厚实沉稳 / 侧身戒备
BD0519,男,战士型,8.5头身,病弱纤薄,放松垂手,男性·战士型 / 8.5头身 / 病弱纤薄 / 放松垂手
BD0520,男,游侠型,7.5头身,饱满力量,手扶武器,男性·游侠型 / 7.5头身 / 饱满力量 / 手扶武器
BD0521,女,战斗型,7头身,精瘦紧致,重心后坐,女性·战斗型 / 7头身 / 精瘦紧致 / 重心后坐
BD0522,女,战斗型,8头身,病弱纤薄,手扶武器,女性·战斗型 / 8头身 / 病弱纤薄 / 手扶武器
BD0523,女,灵巧型,8.5头身,非战斗肌,重心后坐,女性·灵巧型 / 8.5头身 / 非战斗肌 / 重心后坐
BD0524,男,重装型,7.5头身,低脂清晰,重心后坐,男性·重装型 / 7.5头身 / 低脂清晰 / 重心后坐
BD0525,男,重装型,8头身,非战斗肌,放松垂手,男性·重装型 / 8头身 / 非战斗肌 / 放松垂手
BD0526,男,智者型,8.5头身,精瘦紧致,自然站姿,男性·智者型 / 8.5头身 / 精瘦紧致 / 自然站姿
BD0527,男,重装型,8.5头身,厚实沉稳,放松垂手,男性·重装型 / 8.5头身 / 厚实沉稳 / 放松垂手
BD0528,女,灵巧型,8.5头身,低脂清晰,侧身戒备,女性·灵巧型 / 8.5头身 / 低脂清晰 / 侧身戒备
BD0529,男,隐修型,6.5头身,饱满力量,抱臂而立,男性·隐修型 / 6.5头身 / 饱满力量 / 抱臂而立
BD0530,男,重装型,8.5头身,低脂清晰,抱臂而立,男性·重装型 / 8.5头身 / 低脂清晰 / 抱臂而立
BD0531,男,剑士型,6.5头身,非战斗肌,重心后坐,男性·剑士型 / 6.5头身 / 非战斗肌 / 重心后坐
BD0532,男,剑士型,7.5头身,低脂清晰,微微下沉,男性·剑士型 / 7.5头身 / 低脂清晰 / 微微下沉
BD0533,男,瘦长型,8头身,中等紧实,抱臂而立,男性·瘦长型 / 8头身 / 中等紧实 / 抱臂而立
BD0534,男,智者型,6.5头身,低脂清晰,手扶武器,男性·智者型 / 6.5头身 / 低脂清晰 / 手扶武器
BD0535,女,温和型,8.5头身,病弱纤薄,重心后坐,女性·温和型 / 8.5头身 / 病弱纤薄 / 重心后坐
BD0536,男,刺客型,7.5头身,病弱纤薄,重心前倾,男性·刺客型 / 7.5头身 / 病弱纤薄 / 重心前倾
BD0537,男,力士型,8头身,厚实沉稳,侧身戒备,男性·力士型 / 8头身 / 厚实沉稳 / 侧身戒备
BD0538,女,成熟型,7头身,非战斗肌,自然站姿,女性·成熟型 / 7头身 / 非战斗肌 / 自然站姿
BD0539,女,温和型,7头身,饱满力量,放松垂手,女性·温和型 / 7头身 / 饱满力量 / 放松垂手
BD0540,男,剑士型,8头身,低脂清晰,微微下沉,男性·剑士型 / 8头身 / 低脂清晰 / 微微下沉
BD0541,男,隐修型,6.5头身,病弱纤薄,重心后坐,男性·隐修型 / 6.5头身 / 病弱纤薄 / 重心后坐
BD0542,男,均衡型,6.5头身,厚实沉稳,重心前倾,男性·均衡型 / 6.5头身 / 厚实沉稳 / 重心前倾
BD0543,男,均衡型,7.5头身,非战斗肌,重心前倾,男性·均衡型 / 7.5头身 / 非战斗肌 / 重心前倾
BD0544,女,成熟型,7.5头身,饱满力量,自然站姿,女性·成熟型 / 7.5头身 / 饱满力量 / 自然站姿
BD0545,男,智者型,7头身,低脂清晰,抱臂而立,男性·智者型 / 7头身 / 低脂清晰 / 抱臂而立
BD0546,男,隐修型,7头身,精瘦紧致,重心后坐,男性·隐修型 / 7头身 / 精瘦紧致 / 重心后坐
BD0547,女,异族型,6.5头身,非战斗肌,侧身戒备,女性·异族型 / 6.5头身 / 非战斗肌 / 侧身戒备
BD0548,男,力士型,8头身,非战斗肌,抱臂而立,男性·力士型 / 8头身 / 非战斗肌 / 抱臂而立
BD0549,女,成熟型,7头身,中等紧实,自然站姿,女性·成熟型 / 7头身 / 中等紧实 / 自然站姿
BD0550,男,剑士型,7.5头身,少年未成型,放松垂手,男性·剑士型 / 7.5头身 / 少年未成型 / 放松垂手
BD0551,女,修长型,7头身,中等紧实,重心前倾,女性·修长型 / 7头身 / 中等紧实 / 重心前倾
BD0552,女,少女型,7头身,非战斗肌,自然站姿,女性·少女型 / 7头身 / 非战斗肌 / 自然站姿
BD0553,男,刺客型,7头身,非战斗肌,重心后坐,男性·刺客型 / 7头身 / 非战斗肌 / 重心后坐
BD0554,女,少女型,7头身,低脂清晰,重心后坐,女性·少女型 / 7头身 / 低脂清晰 / 重心后坐
BD0555,女,丰盈型,8头身,中等紧实,重心后坐,女性·丰盈型 / 8头身 / 中等紧实 / 重心后坐
BD0556,女,灵巧型,8.5头身,厚实沉稳,自然站姿,女性·灵巧型 / 8.5头身 / 厚实沉稳 / 自然站姿
BD0557,男,游侠型,8.5头身,饱满力量,重心后坐,男性·游侠型 / 8.5头身 / 饱满力量 / 重心后坐
BD0558,女,猎手型,8头身,中等紧实,重心后坐,女性·猎手型 / 8头身 / 中等紧实 / 重心后坐
BD0559,男,隐修型,8头身,精瘦紧致,抱臂而立,男性·隐修型 / 8头身 / 精瘦紧致 / 抱臂而立
BD0560,男,隐修型,8.5头身,低脂清晰,侧身戒备,男性·隐修型 / 8.5头身 / 低脂清晰 / 侧身戒备
