face_id,主脸型,辅变化,额头,眉骨,眼窝,颧骨,面颊,下颌,眼型,眼尾,眼距,虹膜,鼻根,鼻梁,鼻头,唇型,嘴角,特殊标志,一句话脸
FD02020,圆脸,偏柔圆润,骨感额,外侧突出眉骨,眼下饱满,外扩颧骨,幼态柔软面颊,方下颌,疲惫眼,眼尾延展,窄眼距,琥珀瞳,高鼻根,微弧鼻梁,下压鼻头,成熟长唇,单侧上扬,异色瞳,圆脸（偏柔圆润），外侧突出眉骨/眼下饱满，疲惫眼·眼尾延展·窄眼距，高鼻根/微弧鼻梁/下压鼻头，成熟长唇·单侧上扬，方下颌
FD02021,上窄下宽脸,骨点外显,低额,低眉骨,窄深眼窝,高颧骨,幼态柔软面颊,方下颌,鹤系眼,眼尾平直,宽眼距,星点虹膜,宽鼻根,轻鹰钩鼻梁,方圆鼻头,薄唇,嘴角下垂,眉尾旧疤,上窄下宽脸（骨点外显），低眉骨/窄深眼窝，鹤系眼·眼尾平直·宽眼距，宽鼻根/轻鹰钩鼻梁/方圆鼻头，薄唇·嘴角下垂，方下颌
FD02022,幼态圆脸,偏锐收窄,窄额,外侧突出眉骨,宽浅眼窝,外扩颧骨,饱满面颊,收敛下颌,冷感眼,眼尾平直,宽眼距,墨玉瞳,宽鼻根,轻微偏左鼻梁,骨感鼻头,成熟长唇,嘴角紧收,额角旧痕,幼态圆脸（偏锐收窄），外侧突出眉骨/宽浅眼窝，冷感眼·眼尾平直·宽眼距，宽鼻根/轻微偏左鼻梁/骨感鼻头，成熟长唇·嘴角紧收，收敛下颌
FD02023,长心形脸,中庭展宽,饱满额,高眉骨,宽浅眼窝,柔和颧骨,饱满面颊,明显下颌角,窄杏眼,眼尾延展,标准眼距,碎裂虹膜,窄鼻根,轻微偏左鼻梁,方圆鼻头,成熟长唇,单侧上扬,单侧虎牙,长心形脸（中庭展宽），高眉骨/宽浅眼窝，窄杏眼·眼尾延展·标准眼距，窄鼻根/轻微偏左鼻梁/方圆鼻头，成熟长唇·单侧上扬，明显下颌角
FD02024,方鹅蛋脸,颧部微收,高额,外侧突出眉骨,浅眼窝,柔和颧骨,幼态柔软面颊,窄下颌,下垂眼,眼尾平直,标准眼距,琥珀瞳,中高鼻根,轻微偏右鼻梁,轻翘鼻头,薄唇,嘴角下垂,左颊浅疤,方鹅蛋脸（颧部微收），外侧突出眉骨/浅眼窝，下垂眼·眼尾平直·标准眼距，中高鼻根/轻微偏右鼻梁/轻翘鼻头，薄唇·嘴角下垂，窄下颌
FD02025,长方脸,颧部微收,微凸额,外侧突出眉骨,中度眼窝,窄颧骨,幼态柔软面颊,方下颌,瑞凤眼,眼尾下压,窄眼距,琥珀瞳,窄鼻根,宽骨鼻梁,窄翼鼻头,厚唇,嘴角下垂,左颊浅疤,长方脸（颧部微收），外侧突出眉骨/中度眼窝，瑞凤眼·眼尾下压·窄眼距，窄鼻根/宽骨鼻梁/窄翼鼻头，厚唇·嘴角下垂，方下颌
FD02026,上窄下宽脸,颧部外扩,宽额,低眉骨,眼下骨感,宽颧骨,轻凹面颊,方下颌,平直杏眼,眼尾延展,宽眼距,碎裂虹膜,中高鼻根,高直鼻梁,轻翘鼻头,薄唇,单侧上扬,碎裂虹膜,上窄下宽脸（颧部外扩），低眉骨/眼下骨感，平直杏眼·眼尾延展·宽眼距，中高鼻根/高直鼻梁/轻翘鼻头，薄唇·单侧上扬，方下颌
FD02027,宽鹅蛋脸,颌角弱化,平直额,厚眉骨,眼下饱满,外扩颧骨,轻凹面颊,骨感下颌,宽杏眼,眼尾明显挑,窄眼距,浅褐瞳,窄鼻根,微弧鼻梁,轻翘鼻头,弓形唇,嘴角紧收,异色瞳,宽鹅蛋脸（颌角弱化），厚眉骨/眼下饱满，宽杏眼·眼尾明显挑·窄眼距，窄鼻根/微弧鼻梁/轻翘鼻头，弓形唇·嘴角紧收，骨感下颌
FD02028,长方脸,上庭收窄,宽额,高眉骨,宽浅眼窝,低颧骨,成熟收紧面颊,骨感下颌,平直杏眼,眼尾微挑,窄眼距,深色瞳,窄鼻根,中直鼻梁,微钝鼻头,平直唇,嘴角下垂,额角旧痕,长方脸（上庭收窄），高眉骨/宽浅眼窝，平直杏眼·眼尾微挑·窄眼距，窄鼻根/中直鼻梁/微钝鼻头，平直唇·嘴角下垂，骨感下颌
FD02029,长方脸,下颌线柔化,骨感额,薄眉骨,深眼窝,宽颧骨,薄面颊,收敛下颌,少年圆眼,眼尾平直,宽眼距,碎裂虹膜,窄鼻根,微弧鼻梁,方圆鼻头,宽嘴,嘴角紧收,双侧酒窝,长方脸（下颌线柔化），薄眉骨/深眼窝，少年圆眼·眼尾平直·宽眼距，窄鼻根/微弧鼻梁/方圆鼻头，宽嘴·嘴角紧收，收敛下颌
FD02030,短圆脸,面中平缓,窄额,薄眉骨,窄深眼窝,柔和颧骨,成熟收紧面颊,明显下颌角,成熟长眼,眼尾平直,标准眼距,墨玉瞳,高鼻根,中直鼻梁,肉感鼻头,厚唇,嘴角紧收,右眼下浅泪痣,短圆脸（面中平缓），薄眉骨/窄深眼窝，成熟长眼·眼尾平直·标准眼距，高鼻根/中直鼻梁/肉感鼻头，厚唇·嘴角紧收，明显下颌角
FD02031,梨形脸,颊部略凹,平直额,厚眉骨,眼下骨感,外扩颧骨,薄面颊,圆方下颌,丹凤眼,眼尾平直,标准眼距,深色瞳,窄鼻根,微弧鼻梁,窄翼鼻头,上薄下厚,嘴角下垂,右眉轻断,梨形脸（颊部略凹），厚眉骨/眼下骨感，丹凤眼·眼尾平直·标准眼距，窄鼻根/微弧鼻梁/窄翼鼻头，上薄下厚·嘴角下垂，圆方下颌
FD02032,标准菱形,下庭加重,低额,低眉骨,眼下骨感,宽颧骨,成熟收紧面颊,方下颌,柳叶眼,眼尾下压,标准眼距,琥珀瞳,中高鼻根,中直鼻梁,微钝鼻头,平直唇,单侧上扬,眉心竖纹浅痕,标准菱形（下庭加重），低眉骨/眼下骨感，柳叶眼·眼尾下压·标准眼距，中高鼻根/中直鼻梁/微钝鼻头，平直唇·单侧上扬，方下颌
FD02033,肉感短脸,面中平缓,窄额,内侧突出眉骨,宽浅眼窝,外扩颧骨,幼态柔软面颊,方下颌,猫系眼,眼尾延展,窄眼距,碎裂虹膜,窄鼻根,轻微偏左鼻梁,轻翘鼻头,小嘴,嘴角紧收,瞳孔残缺,肉感短脸（面中平缓），内侧突出眉骨/宽浅眼窝，猫系眼·眼尾延展·窄眼距，窄鼻根/轻微偏左鼻梁/轻翘鼻头，小嘴·嘴角紧收，方下颌
FD02034,圆方脸,颊部饱满,平直额,柔和眉骨,中度眼窝,高颧骨,幼态柔软面颊,窄下颌,平凤眼,眼尾平直,标准眼距,异色瞳,低鼻根,高直鼻梁,微钝鼻头,薄唇,嘴角平直,眼睑褶皱不对称,圆方脸（颊部饱满），柔和眉骨/中度眼窝，平凤眼·眼尾平直·标准眼距，低鼻根/高直鼻梁/微钝鼻头，薄唇·嘴角平直，窄下颌
FD02035,鹅蛋偏菱,面中立体化,微凸额,柔和眉骨,眼下骨感,宽颧骨,饱满面颊,方下颌,瑞凤眼,眼尾下沉,宽眼距,浅褐瞳,中高鼻根,轻微偏右鼻梁,下压鼻头,薄唇,嘴角上扬,眉心竖纹浅痕,鹅蛋偏菱（面中立体化），柔和眉骨/眼下骨感，瑞凤眼·眼尾下沉·宽眼距，中高鼻根/轻微偏右鼻梁/下压鼻头，薄唇·嘴角上扬，方下颌
FD02036,下颌突出脸,中庭展宽,宽额,高眉骨,眼下饱满,高颧骨,幼态柔软面颊,方下颌,长杏眼,眼尾微挑,宽眼距,环状虹膜,中高鼻根,微弧鼻梁,小圆鼻头,小嘴,嘴角下垂,指节薄茧,下颌突出脸（中庭展宽），高眉骨/眼下饱满，长杏眼·眼尾微挑·宽眼距，中高鼻根/微弧鼻梁/小圆鼻头，小嘴·嘴角下垂，方下颌
FD02037,柔和菱形,面中立体化,宽额,内侧突出眉骨,中度眼窝,高颧骨,轻凹面颊,收敛下颌,丹凤眼,眼尾明显挑,宽眼距,异色瞳,中高鼻根,轻微偏左鼻梁,肉感鼻头,薄唇,嘴角下垂,下颌浅疤,柔和菱形（面中立体化），内侧突出眉骨/中度眼窝，丹凤眼·眼尾明显挑·宽眼距，中高鼻根/轻微偏左鼻梁/肉感鼻头，薄唇·嘴角下垂，收敛下颌
FD02038,圆方脸,偏锐收窄,骨感额,低眉骨,眼下骨感,柔和颧骨,轻凹面颊,收敛下颌,窄杏眼,眼尾微挑,窄眼距,琥珀瞳,中鼻根,轻微偏右鼻梁,小圆鼻头,上厚下薄,嘴角下垂,单侧虎牙,圆方脸（偏锐收窄），低眉骨/眼下骨感，窄杏眼·眼尾微挑·窄眼距，中鼻根/轻微偏右鼻梁/小圆鼻头，上厚下薄·嘴角下垂，收敛下颌
FD02039,柔和菱形,下庭收窄,低额,薄眉骨,浅眼窝,外扩颧骨,成熟收紧面颊,窄下颌,丹凤眼,眼尾下压,窄眼距,浅褐瞳,宽鼻根,中直鼻梁,轻翘鼻头,平直唇,嘴角平直,颈侧细疤,柔和菱形（下庭收窄），薄眉骨/浅眼窝，丹凤眼·眼尾下压·窄眼距，宽鼻根/中直鼻梁/轻翘鼻头，平直唇·嘴角平直，窄下颌
FD02040,长鹅蛋脸,下庭收窄,高额,薄眉骨,中度眼窝,高颧骨,幼态柔软面颊,宽下颌,狭长瑞凤眼,眼尾微挑,窄眼距,深色瞳,中高鼻根,轻鹰钩鼻梁,小圆鼻头,弓形唇,嘴角下垂,右眼下浅泪痣,长鹅蛋脸（下庭收窄），薄眉骨/中度眼窝，狭长瑞凤眼·眼尾微挑·窄眼距，中高鼻根/轻鹰钩鼻梁/小圆鼻头，弓形唇·嘴角下垂，宽下颌
FD02041,肉感短脸,中庭展宽,骨感额,薄眉骨,眼下骨感,柔和颧骨,饱满面颊,窄下颌,丹凤眼,眼尾下沉,宽眼距,琥珀瞳,低鼻根,中直鼻梁,小圆鼻头,宽嘴,嘴角紧收,无标志,肉感短脸（中庭展宽），薄眉骨/眼下骨感，丹凤眼·眼尾下沉·宽眼距，低鼻根/中直鼻梁/小圆鼻头，宽嘴·嘴角紧收，窄下颌
FD02042,长方脸,中庭展宽,高额,内侧突出眉骨,宽浅眼窝,低颧骨,轻凹面颊,明显下颌角,瑞凤眼,眼尾平直,标准眼距,浅褐瞳,中高鼻根,微弧鼻梁,微钝鼻头,厚唇,单侧上扬,指节薄茧,长方脸（中庭展宽），内侧突出眉骨/宽浅眼窝，瑞凤眼·眼尾平直·标准眼距，中高鼻根/微弧鼻梁/微钝鼻头，厚唇·单侧上扬，明显下颌角
FD02043,肉感短脸,上庭收窄,宽额,高眉骨,眼下饱满,宽颧骨,轻凹面颊,方下颌,狭长瑞凤眼,眼尾明显挑,宽眼距,琥珀瞳,中高鼻根,轻鹰钩鼻梁,微钝鼻头,上薄下厚,嘴角下垂,下颌浅疤,肉感短脸（上庭收窄），高眉骨/眼下饱满，狭长瑞凤眼·眼尾明显挑·宽眼距，中高鼻根/轻鹰钩鼻梁/微钝鼻头，上薄下厚·嘴角下垂，方下颌
FD02044,长圆脸,颊部饱满,骨感额,压迫感眉骨,浅眼窝,窄颧骨,饱满面颊,窄下颌,圆长眼,眼尾明显挑,宽眼距,深色瞳,窄鼻根,宽骨鼻梁,轻翘鼻头,薄唇,嘴角平直,耳后小痣,长圆脸（颊部饱满），压迫感眉骨/浅眼窝，圆长眼·眼尾明显挑·宽眼距，窄鼻根/宽骨鼻梁/轻翘鼻头，薄唇·嘴角平直，窄下颌
FD02045,短方脸,颊部饱满,平直额,薄眉骨,浅眼窝,低颧骨,饱满面颊,窄下颌,桃花眼,眼尾下沉,宽眼距,淡金瞳,中高鼻根,轻鹰钩鼻梁,肉感鼻头,上薄下厚,嘴角下垂,单侧酒窝,短方脸（颊部饱满），薄眉骨/浅眼窝，桃花眼·眼尾下沉·宽眼距，中高鼻根/轻鹰钩鼻梁/肉感鼻头，上薄下厚·嘴角下垂，窄下颌
FD02046,上窄下宽脸,面中立体化,低额,压迫感眉骨,窄深眼窝,宽颧骨,饱满面颊,收敛下颌,鹤系眼,眼尾微挑,宽眼距,灰蓝瞳,高鼻根,中直鼻梁,窄翼鼻头,弓形唇,单侧上扬,单侧虎牙,上窄下宽脸（面中立体化），压迫感眉骨/窄深眼窝，鹤系眼·眼尾微挑·宽眼距，高鼻根/中直鼻梁/窄翼鼻头，弓形唇·单侧上扬，收敛下颌
FD02047,方鹅蛋脸,下庭加重,窄额,低眉骨,眼下饱满,柔和颧骨,饱满面颊,收敛下颌,鹰隼眼,眼尾下沉,宽眼距,异色瞳,中鼻根,中直鼻梁,方圆鼻头,小嘴,嘴角紧收,指节薄茧,方鹅蛋脸（下庭加重），低眉骨/眼下饱满，鹰隼眼·眼尾下沉·宽眼距，中鼻根/中直鼻梁/方圆鼻头，小嘴·嘴角紧收，收敛下颌
FD02048,长圆脸,颈部线条延长,平直额,低眉骨,眼下饱满,柔和颧骨,饱满面颊,柔和下颌,下垂眼,眼尾下压,标准眼距,灰蓝瞳,高鼻根,宽骨鼻梁,小圆鼻头,成熟长唇,嘴角上扬,下颌浅疤,长圆脸（颈部线条延长），低眉骨/眼下饱满，下垂眼·眼尾下压·标准眼距，高鼻根/宽骨鼻梁/小圆鼻头，成熟长唇·嘴角上扬，柔和下颌
FD02049,柔和方脸,颌角弱化,窄额,压迫感眉骨,深眼窝,外扩颧骨,饱满面颊,柔和下颌,柳叶眼,眼尾微挑,宽眼距,异色瞳,低鼻根,高直鼻梁,轻翘鼻头,薄唇,单侧上扬,下颌浅疤,柔和方脸（颌角弱化），压迫感眉骨/深眼窝，柳叶眼·眼尾微挑·宽眼距，低鼻根/高直鼻梁/轻翘鼻头，薄唇·单侧上扬，柔和下颌
FD02050,短鹅蛋脸,颊部略凹,微凸额,薄眉骨,宽浅眼窝,宽颧骨,幼态柔软面颊,窄下颌,鹰隼眼,眼尾微挑,宽眼距,异色瞳,低鼻根,轻微偏右鼻梁,方圆鼻头,弓形唇,单侧上扬,碎裂虹膜,短鹅蛋脸（颊部略凹），薄眉骨/宽浅眼窝，鹰隼眼·眼尾微挑·宽眼距，低鼻根/轻微偏右鼻梁/方圆鼻头，弓形唇·单侧上扬，窄下颌
FD02051,倒三角脸,骨点外显,宽额,厚眉骨,中度眼窝,宽颧骨,饱满面颊,收敛下颌,疲惫眼,眼尾微挑,窄眼距,深色瞳,中鼻根,轻微偏左鼻梁,方圆鼻头,成熟长唇,嘴角上扬,无标志,倒三角脸（骨点外显），厚眉骨/中度眼窝，疲惫眼·眼尾微挑·窄眼距，中鼻根/轻微偏左鼻梁/方圆鼻头，成熟长唇·嘴角上扬，收敛下颌
FD02052,标准菱形,颈部线条延长,窄额,厚眉骨,中度眼窝,柔和颧骨,成熟收紧面颊,柔和下颌,疲惫眼,眼尾平直,宽眼距,墨玉瞳,中鼻根,轻微偏右鼻梁,骨感鼻头,厚唇,单侧上扬,无标志,标准菱形（颈部线条延长），厚眉骨/中度眼窝，疲惫眼·眼尾平直·宽眼距，中鼻根/轻微偏右鼻梁/骨感鼻头，厚唇·单侧上扬，柔和下颌
FD02053,双颌匀称脸,下颌线柔化,平直额,厚眉骨,眼下饱满,外扩颧骨,饱满面颊,窄下颌,成熟长眼,眼尾微挑,窄眼距,碎裂虹膜,低鼻根,高直鼻梁,微钝鼻头,上厚下薄,嘴角下垂,无标志,双颌匀称脸（下颌线柔化），厚眉骨/眼下饱满，成熟长眼·眼尾微挑·窄眼距，低鼻根/高直鼻梁/微钝鼻头，上厚下薄·嘴角下垂，窄下颌
FD02054,长方脸,中庭拉长,平直额,高眉骨,眼下骨感,窄颧骨,轻凹面颊,明显下颌角,猫系眼,眼尾微挑,宽眼距,灰蓝瞳,高鼻根,轻微偏右鼻梁,小圆鼻头,上厚下薄,单侧上扬,眉尾旧疤,长方脸（中庭拉长），高眉骨/眼下骨感，猫系眼·眼尾微挑·宽眼距，高鼻根/轻微偏右鼻梁/小圆鼻头，上厚下薄·单侧上扬，明显下颌角
FD02055,倒梯形脸,颌角弱化,微凸额,高眉骨,浅眼窝,外扩颧骨,幼态柔软面颊,宽下颌,平直杏眼,眼尾下压,标准眼距,星点虹膜,窄鼻根,中直鼻梁,小圆鼻头,上薄下厚,嘴角平直,无标志,倒梯形脸（颌角弱化），高眉骨/浅眼窝，平直杏眼·眼尾下压·标准眼距，窄鼻根/中直鼻梁/小圆鼻头，上薄下厚·嘴角平直，宽下颌
FD02056,标准菱形,骨点外显,低额,低眉骨,眼下骨感,窄颧骨,幼态柔软面颊,宽下颌,圆长眼,眼尾下压,窄眼距,异色瞳,中鼻根,宽骨鼻梁,轻翘鼻头,平直唇,单侧上扬,无标志,标准菱形（骨点外显），低眉骨/眼下骨感，圆长眼·眼尾下压·窄眼距，中鼻根/宽骨鼻梁/轻翘鼻头，平直唇·单侧上扬，宽下颌
FD02057,柔和方脸,下庭收窄,窄额,薄眉骨,中度眼窝,柔和颧骨,薄面颊,方下颌,成熟长眼,眼尾下沉,窄眼距,灰蓝瞳,宽鼻根,轻鹰钩鼻梁,骨感鼻头,平直唇,嘴角下垂,额角旧痕,柔和方脸（下庭收窄），薄眉骨/中度眼窝，成熟长眼·眼尾下沉·窄眼距，宽鼻根/轻鹰钩鼻梁/骨感鼻头，平直唇·嘴角下垂，方下颌
FD02058,方鹅蛋脸,中轴微长,平直额,柔和眉骨,深眼窝,高颧骨,饱满面颊,收敛下颌,桃花眼,眼尾微挑,宽眼距,深色瞳,低鼻根,轻微偏左鼻梁,骨感鼻头,平直唇,单侧上扬,右眼下浅泪痣,方鹅蛋脸（中轴微长），柔和眉骨/深眼窝，桃花眼·眼尾微挑·宽眼距，低鼻根/轻微偏左鼻梁/骨感鼻头，平直唇·单侧上扬，收敛下颌
FD02059,倒三角脸,颌角弱化,窄额,外侧突出眉骨,宽浅眼窝,宽颧骨,饱满面颊,方下颌,狐狸系眼,眼尾下沉,宽眼距,淡金瞳,宽鼻根,微弧鼻梁,微钝鼻头,厚唇,嘴角下垂,右眼下浅泪痣,倒三角脸（颌角弱化），外侧突出眉骨/宽浅眼窝，狐狸系眼·眼尾下沉·宽眼距，宽鼻根/微弧鼻梁/微钝鼻头，厚唇·嘴角下垂，方下颌
FD02060,宽方脸,颧部微收,窄额,薄眉骨,宽浅眼窝,窄颧骨,幼态柔软面颊,柔和下颌,猫系眼,眼尾平直,标准眼距,环状虹膜,中高鼻根,高直鼻梁,轻翘鼻头,上薄下厚,嘴角紧收,唇下小痣,宽方脸（颧部微收），薄眉骨/宽浅眼窝，猫系眼·眼尾平直·标准眼距，中高鼻根/高直鼻梁/轻翘鼻头，上薄下厚·嘴角紧收，柔和下颌
FD02061,宽菱形,下庭收窄,微凸额,压迫感眉骨,深眼窝,高颧骨,饱满面颊,圆方下颌,短圆杏眼,眼尾平直,标准眼距,墨玉瞳,高鼻根,高直鼻梁,肉感鼻头,上厚下薄,嘴角上扬,单侧虎牙,宽菱形（下庭收窄），压迫感眉骨/深眼窝，短圆杏眼·眼尾平直·标准眼距，高鼻根/高直鼻梁/肉感鼻头，上厚下薄·嘴角上扬，圆方下颌
FD02062,长圆脸,颌角弱化,饱满额,高眉骨,中度眼窝,宽颧骨,轻凹面颊,宽下颌,蛇系眼,眼尾微挑,宽眼距,淡金瞳,宽鼻根,微弧鼻梁,肉感鼻头,成熟长唇,单侧上扬,额角旧痕,长圆脸（颌角弱化），高眉骨/中度眼窝，蛇系眼·眼尾微挑·宽眼距，宽鼻根/微弧鼻梁/肉感鼻头，成熟长唇·单侧上扬，宽下颌
FD02063,窄方脸,颌角强调,窄额,柔和眉骨,窄深眼窝,外扩颧骨,饱满面颊,收敛下颌,鹤系眼,眼尾明显挑,窄眼距,琥珀瞳,中鼻根,高直鼻梁,窄翼鼻头,上厚下薄,单侧上扬,鼻梁旧伤,窄方脸（颌角强调），柔和眉骨/窄深眼窝，鹤系眼·眼尾明显挑·窄眼距，中鼻根/高直鼻梁/窄翼鼻头，上厚下薄·单侧上扬，收敛下颌
FD02064,鹅蛋偏方,上庭收窄,低额,低眉骨,窄深眼窝,宽颧骨,薄面颊,方下颌,狐狸系眼,眼尾平直,标准眼距,墨玉瞳,低鼻根,中直鼻梁,下压鼻头,成熟长唇,嘴角上扬,双侧酒窝,鹅蛋偏方（上庭收窄），低眉骨/窄深眼窝，狐狸系眼·眼尾平直·标准眼距，低鼻根/中直鼻梁/下压鼻头，成熟长唇·嘴角上扬，方下颌
FD02065,圆方脸,面中立体化,平直额,厚眉骨,浅眼窝,宽颧骨,薄面颊,明显下颌角,短圆杏眼,眼尾平直,宽眼距,淡金瞳,中高鼻根,中直鼻梁,肉感鼻头,成熟长唇,单侧上扬,下颌浅疤,圆方脸（面中立体化），厚眉骨/浅眼窝，短圆杏眼·眼尾平直·宽眼距，中高鼻根/中直鼻梁/肉感鼻头，成熟长唇·单侧上扬，明显下颌角
FD02066,短圆脸,下庭收窄,窄额,压迫感眉骨,浅眼窝,窄颧骨,幼态柔软面颊,收敛下颌,圆长眼,眼尾延展,宽眼距,琥珀瞳,中高鼻根,柔和鼻梁,微钝鼻头,上厚下薄,嘴角紧收,耳后小痣,短圆脸（下庭收窄），压迫感眉骨/浅眼窝，圆长眼·眼尾延展·宽眼距，中高鼻根/柔和鼻梁/微钝鼻头，上厚下薄·嘴角紧收，收敛下颌
FD02067,圆方脸,中轴微长,饱满额,外侧突出眉骨,中度眼窝,窄颧骨,饱满面颊,方下颌,鹿系眼,眼尾微挑,宽眼距,灰蓝瞳,窄鼻根,高直鼻梁,窄翼鼻头,成熟长唇,嘴角下垂,左眼下浅泪痣,圆方脸（中轴微长），外侧突出眉骨/中度眼窝，鹿系眼·眼尾微挑·宽眼距，窄鼻根/高直鼻梁/窄翼鼻头，成熟长唇·嘴角下垂，方下颌
FD02068,窄鹅蛋脸,上庭收窄,微凸额,柔和眉骨,窄深眼窝,柔和颧骨,成熟收紧面颊,明显下颌角,鹰隼眼,眼尾平直,窄眼距,深色瞳,宽鼻根,轻微偏右鼻梁,小圆鼻头,弓形唇,嘴角上扬,下颌浅疤,窄鹅蛋脸（上庭收窄），柔和眉骨/窄深眼窝，鹰隼眼·眼尾平直·窄眼距，宽鼻根/轻微偏右鼻梁/小圆鼻头，弓形唇·嘴角上扬，明显下颌角
FD02069,窄方脸,偏柔圆润,高额,厚眉骨,中度眼窝,窄颧骨,成熟收紧面颊,方下颌,鹤系眼,眼尾明显挑,宽眼距,深色瞳,低鼻根,轻鹰钩鼻梁,肉感鼻头,成熟长唇,嘴角紧收,右眉轻断,窄方脸（偏柔圆润），厚眉骨/中度眼窝，鹤系眼·眼尾明显挑·宽眼距，低鼻根/轻鹰钩鼻梁/肉感鼻头，成熟长唇·嘴角紧收，方下颌
FD02070,宽菱形,颈部线条延长,低额,压迫感眉骨,眼下饱满,柔和颧骨,薄面颊,窄下颌,狭长瑞凤眼,眼尾明显挑,标准眼距,淡金瞳,窄鼻根,中直鼻梁,微钝鼻头,平直唇,单侧上扬,左眼下浅泪痣,宽菱形（颈部线条延长），压迫感眉骨/眼下饱满，狭长瑞凤眼·眼尾明显挑·标准眼距，窄鼻根/中直鼻梁/微钝鼻头，平直唇·单侧上扬，窄下颌
FD02071,窄方脸,颈部线条收短,窄额,高眉骨,窄深眼窝,外扩颧骨,成熟收紧面颊,宽下颌,鹰隼眼,眼尾微挑,窄眼距,深色瞳,高鼻根,柔和鼻梁,小圆鼻头,平直唇,嘴角紧收,无标志,窄方脸（颈部线条收短），高眉骨/窄深眼窝，鹰隼眼·眼尾微挑·窄眼距，高鼻根/柔和鼻梁/小圆鼻头，平直唇·嘴角紧收，宽下颌
FD02072,圆脸,中庭展宽,宽额,内侧突出眉骨,宽浅眼窝,柔和颧骨,成熟收紧面颊,窄下颌,窄杏眼,眼尾明显挑,窄眼距,墨玉瞳,高鼻根,高直鼻梁,肉感鼻头,弓形唇,嘴角上扬,左眼下浅泪痣,圆脸（中庭展宽），内侧突出眉骨/宽浅眼窝，窄杏眼·眼尾明显挑·窄眼距，高鼻根/高直鼻梁/肉感鼻头，弓形唇·嘴角上扬，窄下颌
FD02073,下颌突出脸,颈部线条收短,低额,外侧突出眉骨,眼下饱满,窄颧骨,轻凹面颊,骨感下颌,桃花眼,眼尾平直,标准眼距,星点虹膜,中鼻根,中直鼻梁,轻翘鼻头,成熟长唇,嘴角上扬,颈侧细疤,下颌突出脸（颈部线条收短），外侧突出眉骨/眼下饱满，桃花眼·眼尾平直·标准眼距，中鼻根/中直鼻梁/轻翘鼻头，成熟长唇·嘴角上扬，骨感下颌
FD02074,长心形脸,偏柔圆润,高额,高眉骨,眼下饱满,低颧骨,饱满面颊,宽下颌,鹤系眼,眼尾明显挑,标准眼距,灰蓝瞳,宽鼻根,轻微偏右鼻梁,方圆鼻头,上薄下厚,嘴角平直,单侧虎牙,长心形脸（偏柔圆润），高眉骨/眼下饱满，鹤系眼·眼尾明显挑·标准眼距，宽鼻根/轻微偏右鼻梁/方圆鼻头，上薄下厚·嘴角平直，宽下颌
FD02075,骨感窄脸,下庭收窄,骨感额,高眉骨,宽浅眼窝,宽颧骨,幼态柔软面颊,宽下颌,宽杏眼,眼尾明显挑,宽眼距,灰蓝瞳,高鼻根,高直鼻梁,小圆鼻头,平直唇,嘴角紧收,碎裂虹膜,骨感窄脸（下庭收窄），高眉骨/宽浅眼窝，宽杏眼·眼尾明显挑·宽眼距，高鼻根/高直鼻梁/小圆鼻头，平直唇·嘴角紧收，宽下颌
FD02076,柔和菱形,下颌线清晰化,窄额,厚眉骨,眼下骨感,低颧骨,薄面颊,圆方下颌,狐狸系眼,眼尾明显挑,标准眼距,淡金瞳,窄鼻根,轻微偏右鼻梁,下压鼻头,厚唇,单侧上扬,左眼下浅泪痣,柔和菱形（下颌线清晰化），厚眉骨/眼下骨感，狐狸系眼·眼尾明显挑·标准眼距，窄鼻根/轻微偏右鼻梁/下压鼻头，厚唇·单侧上扬，圆方下颌
FD02077,倒梯形脸,中轴微长,低额,柔和眉骨,中度眼窝,高颧骨,薄面颊,方下颌,狼系眼,眼尾微挑,窄眼距,墨玉瞳,宽鼻根,柔和鼻梁,小圆鼻头,薄唇,单侧上扬,耳后小痣,倒梯形脸（中轴微长），柔和眉骨/中度眼窝，狼系眼·眼尾微挑·窄眼距，宽鼻根/柔和鼻梁/小圆鼻头，薄唇·单侧上扬，方下颌
FD02078,圆方脸,中庭展宽,饱满额,外侧突出眉骨,眼下骨感,柔和颧骨,饱满面颊,方下颌,长杏眼,眼尾微挑,标准眼距,碎裂虹膜,中高鼻根,中直鼻梁,骨感鼻头,上薄下厚,嘴角上扬,双侧酒窝,圆方脸（中庭展宽），外侧突出眉骨/眼下骨感，长杏眼·眼尾微挑·标准眼距，中高鼻根/中直鼻梁/骨感鼻头，上薄下厚·嘴角上扬，方下颌
FD02079,清瘦圆脸,下颌线柔化,微凸额,内侧突出眉骨,深眼窝,高颧骨,轻凹面颊,收敛下颌,上扬凤眼,眼尾明显挑,标准眼距,淡金瞳,低鼻根,轻微偏左鼻梁,小圆鼻头,上厚下薄,嘴角下垂,眉尾旧疤,清瘦圆脸（下颌线柔化），内侧突出眉骨/深眼窝，上扬凤眼·眼尾明显挑·标准眼距，低鼻根/轻微偏左鼻梁/小圆鼻头，上厚下薄·嘴角下垂，收敛下颌
