costume_id,阵营,剪影,结构要素,配饰,状态,描述
CS00404,复苏体,重甲,交领叠襟,断扣+面具残片,战损修补,复苏体·重甲｜交领叠襟｜断扣+面具残片｜战损修补
CS00405,战士团,披风,绑带束腰,护腕+额饰,身份剥除感,战士团·披风｜绑带束腰｜护腕+额饰｜身份剥除感
CS00406,隐世,短衣,背部长摆,护腕+耳饰,身份剥除感,隐世·短衣｜背部长摆｜护腕+耳饰｜身份剥除感
CS00407,恶灵,短衣,交领叠襟,颈饰+腰牌,日常使用痕,恶灵·短衣｜交领叠襟｜颈饰+腰牌｜日常使用痕
CS00408,复苏体,重甲,绑带束腰,额饰+护腕,边境磨损,复苏体·重甲｜绑带束腰｜额饰+护腕｜边境磨损
CS00409,灰区,护臂,分片下摆,护腕+颈饰,陈年旧物,灰区·护臂｜分片下摆｜护腕+颈饰｜陈年旧物
CS00410,镇墟司,多层衣摆,胸甲结构,旧皮带+额饰,日常使用痕,镇墟司·多层衣摆｜胸甲结构｜旧皮带+额饰｜日常使用痕
CS00411,学宫,披风,胸甲结构,旧皮带+耳饰,陈年旧物,学宫·披风｜胸甲结构｜旧皮带+耳饰｜陈年旧物
CS00412,战士团,非对称剪裁,胸甲结构,断扣+臂环,身份剥除感,战士团·非对称剪裁｜胸甲结构｜断扣+臂环｜身份剥除感
CS00413,医者,短衣,绑带束腰,断扣+额饰,边境磨损,医者·短衣｜绑带束腰｜断扣+额饰｜边境磨损
CS00414,商贾,重甲,暗袋夹层,护腕+臂环,当下战损,商贾·重甲｜暗袋夹层｜护腕+臂环｜当下战损
CS00415,学宫,重甲,腿部绑甲,护腕+令牌,当下战损,学宫·重甲｜腿部绑甲｜护腕+令牌｜当下战损
CS00416,商贾,轻甲,高领护颈,耳饰+旧皮带,日常使用痕,商贾·轻甲｜高领护颈｜耳饰+旧皮带｜日常使用痕
CS00417,学宫,束身,肩甲结构,颈饰+断扣,当下战损,学宫·束身｜肩甲结构｜颈饰+断扣｜当下战损
CS00418,游侠,束身,交领叠襟,护腕+令牌,陈年旧物,游侠·束身｜交领叠襟｜护腕+令牌｜陈年旧物
CS00419,隐世,多层衣摆,胸甲结构,面具残片+符囊,战损修补,隐世·多层衣摆｜胸甲结构｜面具残片+符囊｜战损修补
CS00420,复苏体,宽袖,外披短褂,腰牌+面具残片,陈年旧物,复苏体·宽袖｜外披短褂｜腰牌+面具残片｜陈年旧物
CS00421,宗门,非对称剪裁,肩甲结构,药囊+臂环,日常使用痕,宗门·非对称剪裁｜肩甲结构｜药囊+臂环｜日常使用痕
CS00422,贵族,腰封,胸甲结构,额饰+颈饰,身份剥除感,贵族·腰封｜胸甲结构｜额饰+颈饰｜身份剥除感
CS00423,灰区,长袍,交领叠襟,护腕+臂环,当下战损,灰区·长袍｜交领叠襟｜护腕+臂环｜当下战损
CS00424,隐世,长袍,胸甲结构,旧皮带+面具残片,身份剥除感,隐世·长袍｜胸甲结构｜旧皮带+面具残片｜身份剥除感
CS00425,医者,护臂,肩甲结构,药囊+护腕,完整如新,医者·护臂｜肩甲结构｜药囊+护腕｜完整如新
CS00426,王庭,重甲,分片下摆,护腕+腰牌,日常使用痕,王庭·重甲｜分片下摆｜护腕+腰牌｜日常使用痕
CS00427,游侠,非对称剪裁,背部长摆,符囊+断扣,陈年旧物,游侠·非对称剪裁｜背部长摆｜符囊+断扣｜陈年旧物
CS00428,游侠,重甲,交领叠襟,额饰+断扣,日常使用痕,游侠·重甲｜交领叠襟｜额饰+断扣｜日常使用痕
CS00429,医者,长袍,高领护颈,额饰+断扣,完整如新,医者·长袍｜高领护颈｜额饰+断扣｜完整如新
CS00430,灰区,长袍,背部长摆,药囊+符囊,战损修补,灰区·长袍｜背部长摆｜药囊+符囊｜战损修补
CS00431,恶灵,轻甲,腿部绑甲,腰牌+护腕,战损修补,恶灵·轻甲｜腿部绑甲｜腰牌+护腕｜战损修补
CS00432,宗门,束身,交领叠襟,令牌+颈饰,边境磨损,宗门·束身｜交领叠襟｜令牌+颈饰｜边境磨损
CS00433,隐世,多层衣摆,交领叠襟,颈饰+符囊,当下战损,隐世·多层衣摆｜交领叠襟｜颈饰+符囊｜当下战损
CS00434,贵族,非对称剪裁,绑带束腰,额饰+药囊,日常使用痕,贵族·非对称剪裁｜绑带束腰｜额饰+药囊｜日常使用痕
CS00435,复苏体,轻甲,腿部绑甲,面具残片+断扣,身份剥除感,复苏体·轻甲｜腿部绑甲｜面具残片+断扣｜身份剥除感
CS00436,宗门,多层衣摆,背部长摆,护腕+腰牌,完整如新,宗门·多层衣摆｜背部长摆｜护腕+腰牌｜完整如新
CS00437,医者,护臂,胸甲结构,颈饰+护腕,当下战损,医者·护臂｜胸甲结构｜颈饰+护腕｜当下战损
CS00438,王庭,半甲,高领护颈,旧皮带+颈饰,身份剥除感,王庭·半甲｜高领护颈｜旧皮带+颈饰｜身份剥除感
CS00439,王庭,非对称剪裁,暗袋夹层,臂环+额饰,日常使用痕,王庭·非对称剪裁｜暗袋夹层｜臂环+额饰｜日常使用痕
CS00440,医者,腰封,外披短褂,颈饰+药囊,边境磨损,医者·腰封｜外披短褂｜颈饰+药囊｜边境磨损
CS00441,医者,长袍,外披短褂,令牌+护腕,完整如新,医者·长袍｜外披短褂｜令牌+护腕｜完整如新
CS00442,镇墟司,轻甲,高领护颈,臂环+护腕,身份剥除感,镇墟司·轻甲｜高领护颈｜臂环+护腕｜身份剥除感
CS00443,镇墟司,腰封,腿部绑甲,符囊+腰牌,陈年旧物,镇墟司·腰封｜腿部绑甲｜符囊+腰牌｜陈年旧物
CS00444,宗门,重甲,分片下摆,面具残片+药囊,身份剥除感,宗门·重甲｜分片下摆｜面具残片+药囊｜身份剥除感
CS00445,战士团,护臂,肩甲结构,旧皮带+耳饰,陈年旧物,战士团·护臂｜肩甲结构｜旧皮带+耳饰｜陈年旧物
CS00446,复苏体,宽袖,暗袋夹层,臂环+断扣,身份剥除感,复苏体·宽袖｜暗袋夹层｜臂环+断扣｜身份剥除感
CS00447,贵族,长袍,分片下摆,旧皮带+颈饰,完整如新,贵族·长袍｜分片下摆｜旧皮带+颈饰｜完整如新
CS00448,医者,重甲,交领叠襟,断扣+面具残片,边境磨损,医者·重甲｜交领叠襟｜断扣+面具残片｜边境磨损
CS00449,流亡者,轻甲,交领叠襟,面具残片+断扣,当下战损,流亡者·轻甲｜交领叠襟｜面具残片+断扣｜当下战损
CS00450,复苏体,长袍,交领叠襟,臂环+令牌,日常使用痕,复苏体·长袍｜交领叠襟｜臂环+令牌｜日常使用痕
CS00451,灰区,重甲,分片下摆,药囊+颈饰,当下战损,灰区·重甲｜分片下摆｜药囊+颈饰｜当下战损
CS00452,战士团,长袍,腿部绑甲,令牌+额饰,身份剥除感,战士团·长袍｜腿部绑甲｜令牌+额饰｜身份剥除感
CS00453,宗门,护臂,暗袋夹层,额饰+颈饰,身份剥除感,宗门·护臂｜暗袋夹层｜额饰+颈饰｜身份剥除感
CS00454,复苏体,长袍,腿部绑甲,令牌+臂环,身份剥除感,复苏体·长袍｜腿部绑甲｜令牌+臂环｜身份剥除感
CS00455,游侠,长袍,肩甲结构,颈饰+护腕,陈年旧物,游侠·长袍｜肩甲结构｜颈饰+护腕｜陈年旧物
CS00456,复苏体,短衣,肩甲结构,符囊+断扣,边境磨损,复苏体·短衣｜肩甲结构｜符囊+断扣｜边境磨损
CS00457,复苏体,非对称剪裁,背部长摆,面具残片+颈饰,日常使用痕,复苏体·非对称剪裁｜背部长摆｜面具残片+颈饰｜日常使用痕
CS00458,恶灵,腰封,分片下摆,臂环+耳饰,完整如新,恶灵·腰封｜分片下摆｜臂环+耳饰｜完整如新
CS00459,镇墟司,多层衣摆,交领叠襟,符囊+护腕,当下战损,镇墟司·多层衣摆｜交领叠襟｜符囊+护腕｜当下战损
CS00460,医者,轻甲,交领叠襟,旧皮带+腰牌,日常使用痕,医者·轻甲｜交领叠襟｜旧皮带+腰牌｜日常使用痕
CS00461,复苏体,非对称剪裁,分片下摆,护腕+符囊,身份剥除感,复苏体·非对称剪裁｜分片下摆｜护腕+符囊｜身份剥除感
CS00462,镇墟司,重甲,高领护颈,颈饰+药囊,日常使用痕,镇墟司·重甲｜高领护颈｜颈饰+药囊｜日常使用痕
CS00463,王庭,重甲,暗袋夹层,护腕+符囊,当下战损,王庭·重甲｜暗袋夹层｜护腕+符囊｜当下战损
CS00464,镇墟司,多层衣摆,背部长摆,臂环+旧皮带,当下战损,镇墟司·多层衣摆｜背部长摆｜臂环+旧皮带｜当下战损
CS00465,恶灵,宽袖,高领护颈,臂环+面具残片,边境磨损,恶灵·宽袖｜高领护颈｜臂环+面具残片｜边境磨损
CS00466,灰区,腰封,分片下摆,面具残片+耳饰,战损修补,灰区·腰封｜分片下摆｜面具残片+耳饰｜战损修补
CS00467,镇墟司,束身,腿部绑甲,腰牌+臂环,日常使用痕,镇墟司·束身｜腿部绑甲｜腰牌+臂环｜日常使用痕
CS00468,镇墟司,多层衣摆,腿部绑甲,臂环+额饰,完整如新,镇墟司·多层衣摆｜腿部绑甲｜臂环+额饰｜完整如新
CS00469,战士团,多层衣摆,高领护颈,护腕+符囊,边境磨损,战士团·多层衣摆｜高领护颈｜护腕+符囊｜边境磨损
CS00470,王庭,长袍,外披短褂,旧皮带+护腕,战损修补,王庭·长袍｜外披短褂｜旧皮带+护腕｜战损修补
CS00471,医者,腰封,外披短褂,腰牌+耳饰,当下战损,医者·腰封｜外披短褂｜腰牌+耳饰｜当下战损
CS00472,贵族,腰封,绑带束腰,旧皮带+护腕,完整如新,贵族·腰封｜绑带束腰｜旧皮带+护腕｜完整如新
CS00473,学宫,多层衣摆,背部长摆,臂环+耳饰,身份剥除感,学宫·多层衣摆｜背部长摆｜臂环+耳饰｜身份剥除感
CS00474,流亡者,短衣,背部长摆,额饰+旧皮带,日常使用痕,流亡者·短衣｜背部长摆｜额饰+旧皮带｜日常使用痕
CS00475,镇墟司,非对称剪裁,外披短褂,臂环+面具残片,边境磨损,镇墟司·非对称剪裁｜外披短褂｜臂环+面具残片｜边境磨损
CS00476,商贾,短衣,高领护颈,断扣+面具残片,陈年旧物,商贾·短衣｜高领护颈｜断扣+面具残片｜陈年旧物
CS00477,商贾,多层衣摆,绑带束腰,符囊+药囊,当下战损,商贾·多层衣摆｜绑带束腰｜符囊+药囊｜当下战损
CS00478,学宫,半甲,暗袋夹层,颈饰+令牌,战损修补,学宫·半甲｜暗袋夹层｜颈饰+令牌｜战损修补
CS00479,学宫,长袍,分片下摆,药囊+旧皮带,战损修补,学宫·长袍｜分片下摆｜药囊+旧皮带｜战损修补
CS00480,隐世,半甲,肩甲结构,臂环+旧皮带,完整如新,隐世·半甲｜肩甲结构｜臂环+旧皮带｜完整如新
CS00481,医者,束身,肩甲结构,面具残片+耳饰,日常使用痕,医者·束身｜肩甲结构｜面具残片+耳饰｜日常使用痕
CS00482,恶灵,束身,交领叠襟,符囊+面具残片,陈年旧物,恶灵·束身｜交领叠襟｜符囊+面具残片｜陈年旧物
CS00483,战士团,多层衣摆,肩甲结构,药囊+断扣,完整如新,战士团·多层衣摆｜肩甲结构｜药囊+断扣｜完整如新
CS00484,镇墟司,护臂,交领叠襟,旧皮带+药囊,身份剥除感,镇墟司·护臂｜交领叠襟｜旧皮带+药囊｜身份剥除感
CS00485,王庭,披风,交领叠襟,断扣+耳饰,日常使用痕,王庭·披风｜交领叠襟｜断扣+耳饰｜日常使用痕
CS00486,商贾,非对称剪裁,胸甲结构,额饰+药囊,身份剥除感,商贾·非对称剪裁｜胸甲结构｜额饰+药囊｜身份剥除感
CS00487,宗门,短衣,高领护颈,符囊+旧皮带,战损修补,宗门·短衣｜高领护颈｜符囊+旧皮带｜战损修补
CS00488,复苏体,半甲,绑带束腰,护腕+旧皮带,战损修补,复苏体·半甲｜绑带束腰｜护腕+旧皮带｜战损修补
CS00489,王庭,束身,外披短褂,腰牌+面具残片,完整如新,王庭·束身｜外披短褂｜腰牌+面具残片｜完整如新
CS00490,流亡者,半甲,腿部绑甲,药囊+腰牌,边境磨损,流亡者·半甲｜腿部绑甲｜药囊+腰牌｜边境磨损
CS00491,游侠,轻甲,背部长摆,药囊+腰牌,战损修补,游侠·轻甲｜背部长摆｜药囊+腰牌｜战损修补
CS00492,宗门,重甲,腿部绑甲,令牌+面具残片,战损修补,宗门·重甲｜腿部绑甲｜令牌+面具残片｜战损修补
CS00493,宗门,重甲,绑带束腰,耳饰+面具残片,陈年旧物,宗门·重甲｜绑带束腰｜耳饰+面具残片｜陈年旧物
CS00494,商贾,腰封,高领护颈,符囊+额饰,边境磨损,商贾·腰封｜高领护颈｜符囊+额饰｜边境磨损
CS00495,隐世,披风,交领叠襟,额饰+耳饰,身份剥除感,隐世·披风｜交领叠襟｜额饰+耳饰｜身份剥除感
CS00496,学宫,多层衣摆,绑带束腰,额饰+断扣,完整如新,学宫·多层衣摆｜绑带束腰｜额饰+断扣｜完整如新
CS00497,贵族,宽袖,绑带束腰,旧皮带+额饰,边境磨损,贵族·宽袖｜绑带束腰｜旧皮带+额饰｜边境磨损
CS00498,复苏体,半甲,背部长摆,断扣+臂环,边境磨损,复苏体·半甲｜背部长摆｜断扣+臂环｜边境磨损
CS00499,王庭,重甲,背部长摆,臂环+额饰,完整如新,王庭·重甲｜背部长摆｜臂环+额饰｜完整如新
CS00500,复苏体,护臂,暗袋夹层,断扣+腰牌,完整如新,复苏体·护臂｜暗袋夹层｜断扣+腰牌｜完整如新
CS00501,灰区,半甲,绑带束腰,臂环+护腕,当下战损,灰区·半甲｜绑带束腰｜臂环+护腕｜当下战损
CS00502,宗门,轻甲,外披短褂,面具残片+臂环,陈年旧物,宗门·轻甲｜外披短褂｜面具残片+臂环｜陈年旧物
CS00503,隐世,轻甲,暗袋夹层,护腕+耳饰,身份剥除感,隐世·轻甲｜暗袋夹层｜护腕+耳饰｜身份剥除感
CS00504,贵族,腰封,外披短褂,额饰+面具残片,边境磨损,贵族·腰封｜外披短褂｜额饰+面具残片｜边境磨损
CS00505,恶灵,半甲,肩甲结构,断扣+面具残片,完整如新,恶灵·半甲｜肩甲结构｜断扣+面具残片｜完整如新
CS00506,游侠,长袍,胸甲结构,耳饰+颈饰,身份剥除感,游侠·长袍｜胸甲结构｜耳饰+颈饰｜身份剥除感
CS00507,宗门,重甲,交领叠襟,旧皮带+护腕,边境磨损,宗门·重甲｜交领叠襟｜旧皮带+护腕｜边境磨损
CS00508,恶灵,重甲,外披短褂,臂环+颈饰,战损修补,恶灵·重甲｜外披短褂｜臂环+颈饰｜战损修补
CS00509,学宫,宽袖,分片下摆,耳饰+断扣,陈年旧物,学宫·宽袖｜分片下摆｜耳饰+断扣｜陈年旧物
CS00510,灰区,半甲,腿部绑甲,腰牌+断扣,边境磨损,灰区·半甲｜腿部绑甲｜腰牌+断扣｜边境磨损
CS00511,医者,半甲,分片下摆,面具残片+额饰,完整如新,医者·半甲｜分片下摆｜面具残片+额饰｜完整如新
CS00512,战士团,宽袖,胸甲结构,腰牌+护腕,当下战损,战士团·宽袖｜胸甲结构｜腰牌+护腕｜当下战损
CS00513,游侠,短衣,腿部绑甲,符囊+臂环,当下战损,游侠·短衣｜腿部绑甲｜符囊+臂环｜当下战损
CS00514,镇墟司,短衣,背部长摆,臂环+符囊,日常使用痕,镇墟司·短衣｜背部长摆｜臂环+符囊｜日常使用痕
CS00515,医者,束身,交领叠襟,符囊+额饰,完整如新,医者·束身｜交领叠襟｜符囊+额饰｜完整如新
CS00516,王庭,长袍,胸甲结构,颈饰+符囊,战损修补,王庭·长袍｜胸甲结构｜颈饰+符囊｜战损修补
CS00517,镇墟司,半甲,外披短褂,耳饰+符囊,完整如新,镇墟司·半甲｜外披短褂｜耳饰+符囊｜完整如新
CS00518,隐世,长袍,分片下摆,腰牌+臂环,完整如新,隐世·长袍｜分片下摆｜腰牌+臂环｜完整如新
CS00519,灰区,多层衣摆,外披短褂,令牌+断扣,边境磨损,灰区·多层衣摆｜外披短褂｜令牌+断扣｜边境磨损
CS00520,学宫,半甲,外披短褂,臂环+药囊,战损修补,学宫·半甲｜外披短褂｜臂环+药囊｜战损修补
CS00521,医者,束身,肩甲结构,护腕+令牌,陈年旧物,医者·束身｜肩甲结构｜护腕+令牌｜陈年旧物
CS00522,王庭,护臂,腿部绑甲,令牌+旧皮带,完整如新,王庭·护臂｜腿部绑甲｜令牌+旧皮带｜完整如新
CS00523,战士团,重甲,背部长摆,耳饰+面具残片,战损修补,战士团·重甲｜背部长摆｜耳饰+面具残片｜战损修补
CS00524,复苏体,轻甲,暗袋夹层,药囊+腰牌,日常使用痕,复苏体·轻甲｜暗袋夹层｜药囊+腰牌｜日常使用痕
CS00525,商贾,宽袖,暗袋夹层,药囊+臂环,陈年旧物,商贾·宽袖｜暗袋夹层｜药囊+臂环｜陈年旧物
CS00526,商贾,重甲,暗袋夹层,腰牌+面具残片,日常使用痕,商贾·重甲｜暗袋夹层｜腰牌+面具残片｜日常使用痕
CS00527,流亡者,腰封,绑带束腰,颈饰+断扣,日常使用痕,流亡者·腰封｜绑带束腰｜颈饰+断扣｜日常使用痕
CS00528,流亡者,束身,分片下摆,符囊+护腕,身份剥除感,流亡者·束身｜分片下摆｜符囊+护腕｜身份剥除感
CS00529,镇墟司,多层衣摆,分片下摆,断扣+药囊,日常使用痕,镇墟司·多层衣摆｜分片下摆｜断扣+药囊｜日常使用痕
CS00530,贵族,短衣,高领护颈,令牌+旧皮带,战损修补,贵族·短衣｜高领护颈｜令牌+旧皮带｜战损修补
CS00531,镇墟司,短衣,腿部绑甲,旧皮带+护腕,边境磨损,镇墟司·短衣｜腿部绑甲｜旧皮带+护腕｜边境磨损
CS00532,复苏体,重甲,暗袋夹层,符囊+臂环,完整如新,复苏体·重甲｜暗袋夹层｜符囊+臂环｜完整如新
CS00533,流亡者,短衣,绑带束腰,令牌+旧皮带,完整如新,流亡者·短衣｜绑带束腰｜令牌+旧皮带｜完整如新
CS00534,宗门,披风,肩甲结构,颈饰+令牌,当下战损,宗门·披风｜肩甲结构｜颈饰+令牌｜当下战损
CS00535,隐世,护臂,分片下摆,药囊+面具残片,身份剥除感,隐世·护臂｜分片下摆｜药囊+面具残片｜身份剥除感
CS00536,游侠,披风,交领叠襟,额饰+腰牌,陈年旧物,游侠·披风｜交领叠襟｜额饰+腰牌｜陈年旧物
CS00537,隐世,长袍,绑带束腰,令牌+药囊,边境磨损,隐世·长袍｜绑带束腰｜令牌+药囊｜边境磨损
CS00538,王庭,重甲,腿部绑甲,断扣+药囊,当下战损,王庭·重甲｜腿部绑甲｜断扣+药囊｜当下战损
CS00539,隐世,腰封,绑带束腰,断扣+护腕,边境磨损,隐世·腰封｜绑带束腰｜断扣+护腕｜边境磨损
CS00540,贵族,护臂,腿部绑甲,额饰+护腕,边境磨损,贵族·护臂｜腿部绑甲｜额饰+护腕｜边境磨损
CS00541,医者,多层衣摆,胸甲结构,断扣+药囊,日常使用痕,医者·多层衣摆｜胸甲结构｜断扣+药囊｜日常使用痕
CS00542,流亡者,披风,外披短褂,面具残片+旧皮带,陈年旧物,流亡者·披风｜外披短褂｜面具残片+旧皮带｜陈年旧物
CS00543,镇墟司,束身,暗袋夹层,断扣+符囊,边境磨损,镇墟司·束身｜暗袋夹层｜断扣+符囊｜边境磨损
CS00544,恶灵,多层衣摆,外披短褂,耳饰+旧皮带,完整如新,恶灵·多层衣摆｜外披短褂｜耳饰+旧皮带｜完整如新
CS00545,战士团,长袍,肩甲结构,腰牌+药囊,边境磨损,战士团·长袍｜肩甲结构｜腰牌+药囊｜边境磨损
CS00546,灰区,半甲,暗袋夹层,护腕+断扣,身份剥除感,灰区·半甲｜暗袋夹层｜护腕+断扣｜身份剥除感
CS00547,隐世,短衣,分片下摆,面具残片+符囊,陈年旧物,隐世·短衣｜分片下摆｜面具残片+符囊｜陈年旧物
CS00548,战士团,披风,胸甲结构,面具残片+令牌,身份剥除感,战士团·披风｜胸甲结构｜面具残片+令牌｜身份剥除感
CS00549,游侠,重甲,交领叠襟,腰牌+令牌,身份剥除感,游侠·重甲｜交领叠襟｜腰牌+令牌｜身份剥除感
CS00550,商贾,宽袖,外披短褂,符囊+断扣,身份剥除感,商贾·宽袖｜外披短褂｜符囊+断扣｜身份剥除感
CS00551,医者,多层衣摆,交领叠襟,断扣+颈饰,战损修补,医者·多层衣摆｜交领叠襟｜断扣+颈饰｜战损修补
CS00552,恶灵,非对称剪裁,腿部绑甲,药囊+令牌,完整如新,恶灵·非对称剪裁｜腿部绑甲｜药囊+令牌｜完整如新
CS00553,镇墟司,护臂,外披短褂,护腕+旧皮带,陈年旧物,镇墟司·护臂｜外披短褂｜护腕+旧皮带｜陈年旧物
CS00554,商贾,轻甲,高领护颈,符囊+旧皮带,战损修补,商贾·轻甲｜高领护颈｜符囊+旧皮带｜战损修补
CS00555,镇墟司,束身,腿部绑甲,面具残片+药囊,陈年旧物,镇墟司·束身｜腿部绑甲｜面具残片+药囊｜陈年旧物
CS00556,复苏体,短衣,外披短褂,额饰+符囊,身份剥除感,复苏体·短衣｜外披短褂｜额饰+符囊｜身份剥除感
CS00557,宗门,腰封,胸甲结构,令牌+药囊,陈年旧物,宗门·腰封｜胸甲结构｜令牌+药囊｜陈年旧物
CS00558,战士团,腰封,高领护颈,药囊+额饰,边境磨损,战士团·腰封｜高领护颈｜药囊+额饰｜边境磨损
CS00559,游侠,宽袖,外披短褂,令牌+腰牌,身份剥除感,游侠·宽袖｜外披短褂｜令牌+腰牌｜身份剥除感
CS00560,游侠,多层衣摆,肩甲结构,面具残片+臂环,身份剥除感,游侠·多层衣摆｜肩甲结构｜面具残片+臂环｜身份剥除感
CS00561,恶灵,束身,胸甲结构,腰牌+旧皮带,当下战损,恶灵·束身｜胸甲结构｜腰牌+旧皮带｜当下战损
CS00562,王庭,护臂,绑带束腰,颈饰+符囊,当下战损,王庭·护臂｜绑带束腰｜颈饰+符囊｜当下战损
CS00563,王庭,护臂,肩甲结构,符囊+断扣,完整如新,王庭·护臂｜肩甲结构｜符囊+断扣｜完整如新
CS00564,隐世,披风,绑带束腰,药囊+断扣,身份剥除感,隐世·披风｜绑带束腰｜药囊+断扣｜身份剥除感
CS00565,宗门,非对称剪裁,腿部绑甲,旧皮带+颈饰,身份剥除感,宗门·非对称剪裁｜腿部绑甲｜旧皮带+颈饰｜身份剥除感
CS00566,贵族,宽袖,胸甲结构,护腕+耳饰,战损修补,贵族·宽袖｜胸甲结构｜护腕+耳饰｜战损修补
CS00567,游侠,腰封,高领护颈,耳饰+护腕,边境磨损,游侠·腰封｜高领护颈｜耳饰+护腕｜边境磨损
CS00568,医者,半甲,高领护颈,断扣+符囊,战损修补,医者·半甲｜高领护颈｜断扣+符囊｜战损修补
CS00569,复苏体,护臂,分片下摆,腰牌+药囊,陈年旧物,复苏体·护臂｜分片下摆｜腰牌+药囊｜陈年旧物
CS00570,医者,轻甲,外披短褂,臂环+护腕,身份剥除感,医者·轻甲｜外披短褂｜臂环+护腕｜身份剥除感
CS00571,贵族,护臂,高领护颈,额饰+臂环,完整如新,贵族·护臂｜高领护颈｜额饰+臂环｜完整如新
CS00572,流亡者,多层衣摆,肩甲结构,耳饰+药囊,完整如新,流亡者·多层衣摆｜肩甲结构｜耳饰+药囊｜完整如新
CS00573,学宫,短衣,暗袋夹层,腰牌+旧皮带,边境磨损,学宫·短衣｜暗袋夹层｜腰牌+旧皮带｜边境磨损
CS00574,复苏体,束身,外披短褂,断扣+面具残片,完整如新,复苏体·束身｜外披短褂｜断扣+面具残片｜完整如新
CS00575,贵族,轻甲,分片下摆,药囊+额饰,战损修补,贵族·轻甲｜分片下摆｜药囊+额饰｜战损修补
CS00576,王庭,轻甲,背部长摆,符囊+颈饰,当下战损,王庭·轻甲｜背部长摆｜符囊+颈饰｜当下战损
CS00577,贵族,长袍,肩甲结构,额饰+颈饰,完整如新,贵族·长袍｜肩甲结构｜额饰+颈饰｜完整如新
CS00578,医者,护臂,肩甲结构,额饰+颈饰,当下战损,医者·护臂｜肩甲结构｜额饰+颈饰｜当下战损
CS00579,隐世,宽袖,背部长摆,耳饰+药囊,完整如新,隐世·宽袖｜背部长摆｜耳饰+药囊｜完整如新
CS00580,流亡者,重甲,交领叠襟,臂环+药囊,边境磨损,流亡者·重甲｜交领叠襟｜臂环+药囊｜边境磨损
CS00581,复苏体,长袍,分片下摆,护腕+旧皮带,战损修补,复苏体·长袍｜分片下摆｜护腕+旧皮带｜战损修补
CS00582,复苏体,重甲,绑带束腰,药囊+耳饰,完整如新,复苏体·重甲｜绑带束腰｜药囊+耳饰｜完整如新
CS00583,恶灵,披风,肩甲结构,额饰+护腕,日常使用痕,恶灵·披风｜肩甲结构｜额饰+护腕｜日常使用痕
CS00584,学宫,束身,肩甲结构,额饰+颈饰,战损修补,学宫·束身｜肩甲结构｜额饰+颈饰｜战损修补
CS00585,恶灵,护臂,分片下摆,耳饰+旧皮带,战损修补,恶灵·护臂｜分片下摆｜耳饰+旧皮带｜战损修补
CS00586,灰区,重甲,交领叠襟,断扣+臂环,边境磨损,灰区·重甲｜交领叠襟｜断扣+臂环｜边境磨损
CS00587,战士团,束身,胸甲结构,腰牌+符囊,边境磨损,战士团·束身｜胸甲结构｜腰牌+符囊｜边境磨损
CS00588,贵族,重甲,外披短褂,护腕+断扣,完整如新,贵族·重甲｜外披短褂｜护腕+断扣｜完整如新
CS00589,游侠,束身,分片下摆,面具残片+旧皮带,战损修补,游侠·束身｜分片下摆｜面具残片+旧皮带｜战损修补
CS00590,贵族,多层衣摆,绑带束腰,耳饰+护腕,边境磨损,贵族·多层衣摆｜绑带束腰｜耳饰+护腕｜边境磨损
CS00591,学宫,腰封,交领叠襟,断扣+额饰,陈年旧物,学宫·腰封｜交领叠襟｜断扣+额饰｜陈年旧物
CS00592,复苏体,腰封,高领护颈,符囊+腰牌,边境磨损,复苏体·腰封｜高领护颈｜符囊+腰牌｜边境磨损
CS00593,贵族,非对称剪裁,高领护颈,臂环+护腕,日常使用痕,贵族·非对称剪裁｜高领护颈｜臂环+护腕｜日常使用痕
CS00594,灰区,短衣,肩甲结构,腰牌+额饰,陈年旧物,灰区·短衣｜肩甲结构｜腰牌+额饰｜陈年旧物
CS00595,镇墟司,多层衣摆,肩甲结构,臂环+额饰,完整如新,镇墟司·多层衣摆｜肩甲结构｜臂环+额饰｜完整如新
CS00596,游侠,非对称剪裁,外披短褂,耳饰+颈饰,陈年旧物,游侠·非对称剪裁｜外披短褂｜耳饰+颈饰｜陈年旧物
CS00597,王庭,轻甲,高领护颈,颈饰+护腕,陈年旧物,王庭·轻甲｜高领护颈｜颈饰+护腕｜陈年旧物
CS00598,贵族,轻甲,胸甲结构,颈饰+符囊,战损修补,贵族·轻甲｜胸甲结构｜颈饰+符囊｜战损修补
CS00599,战士团,短衣,高领护颈,断扣+护腕,完整如新,战士团·短衣｜高领护颈｜断扣+护腕｜完整如新
CS00600,宗门,重甲,暗袋夹层,面具残片+颈饰,完整如新,宗门·重甲｜暗袋夹层｜面具残片+颈饰｜完整如新
CS00601,恶灵,半甲,高领护颈,旧皮带+药囊,身份剥除感,恶灵·半甲｜高领护颈｜旧皮带+药囊｜身份剥除感
CS00602,王庭,长袍,暗袋夹层,颈饰+旧皮带,战损修补,王庭·长袍｜暗袋夹层｜颈饰+旧皮带｜战损修补
CS00603,宗门,重甲,肩甲结构,额饰+臂环,边境磨损,宗门·重甲｜肩甲结构｜额饰+臂环｜边境磨损
CS00604,宗门,束身,胸甲结构,额饰+旧皮带,日常使用痕,宗门·束身｜胸甲结构｜额饰+旧皮带｜日常使用痕
