p_id,第一眼,第二眼,第三眼,关键词串,视觉化要点,一句话
PS00556,叛逆,坦然,执拗,叛逆、坦然、执拗,叛逆→收紧动作幅度与表情；坦然→放松眼尾/嘴角；执拗→破损细节,第一眼叛逆，第二眼坦然，第三眼执拗
PS00557,明亮,躁动,直率,明亮、躁动、直率,明亮→收紧动作幅度与表情；躁动→锐利眼型；直率→破损细节,第一眼明亮，第二眼躁动，第三眼直率
PS00558,虔诚,张扬,病弱,虔诚、张扬、病弱,虔诚→收紧动作幅度与表情；张扬→材质温润；病弱→简洁剪影,第一眼虔诚，第二眼张扬，第三眼病弱
PS00559,直率,坦然,可靠,直率、坦然、可靠,直率→收紧动作幅度与表情；坦然→强烈轮廓；可靠→破损细节,第一眼直率，第二眼坦然，第三眼可靠
PS00560,局促,悲悯,沉静,局促、悲悯、沉静,局促→收紧动作幅度与表情；悲悯→锐利眼型；沉静→反差配色,第一眼局促，第二眼悲悯，第三眼沉静
PS00561,从容,可靠,警觉,从容、可靠、警觉,从容→收紧动作幅度与表情；可靠→稳定眼神；警觉→高洁材质,第一眼从容，第二眼可靠，第三眼警觉
PS00562,危险,疯狂,叛逆,危险、疯狂、叛逆,危险→收紧动作幅度与表情；疯狂→锐利眼型；叛逆→反差配色,第一眼危险，第二眼疯狂，第三眼叛逆
PS00563,疯狂,隐忍,狠戾,疯狂、隐忍、狠戾,疯狂→收紧动作幅度与表情；隐忍→稳定眼神；狠戾→高洁材质,第一眼疯狂，第二眼隐忍，第三眼狠戾
PS00564,病弱,警觉,克己,病弱、警觉、克己,病弱→收紧动作幅度与表情；警觉→结构不对称；克己→简洁剪影,第一眼病弱，第二眼警觉，第三眼克己
PS00565,叛逆,阴郁,执拗,叛逆、阴郁、执拗,叛逆→收紧动作幅度与表情；阴郁→材质温润；执拗→反差配色,第一眼叛逆，第二眼阴郁，第三眼执拗
PS00566,直率,局促,坦然,直率、局促、坦然,直率→收紧动作幅度与表情；局促→结构不对称；坦然→破损细节,第一眼直率，第二眼局促，第三眼坦然
PS00567,市井,强健,从容,市井、强健、从容,市井→收紧动作幅度与表情；强健→强烈轮廓；从容→破损细节,第一眼市井，第二眼强健，第三眼从容
PS00568,散漫,天真,沉静,散漫、天真、沉静,散漫→收紧动作幅度与表情；天真→非人平静；沉静→层叠结构,第一眼散漫，第二眼天真，第三眼沉静
PS00569,野性,直率,神性,野性、直率、神性,野性→收紧动作幅度与表情；直率→放松眼尾/嘴角；神性→破损细节,第一眼野性，第二眼直率，第三眼神性
PS00570,慵懒,温润,通透,慵懒、温润、通透,慵懒→收紧动作幅度与表情；温润→强烈轮廓；通透→层叠结构,第一眼慵懒，第二眼温润，第三眼通透
PS00571,神性,沧桑,妖异,神性、沧桑、妖异,神性→收紧动作幅度与表情；沧桑→强烈轮廓；妖异→反差配色,第一眼神性，第二眼沧桑，第三眼妖异
PS00572,虔诚,天真,病弱,虔诚、天真、病弱,虔诚→收紧动作幅度与表情；天真→锐利眼型；病弱→反差配色,第一眼虔诚，第二眼天真，第三眼病弱
PS00573,危险,凌厉,神秘,危险、凌厉、神秘,危险→收紧动作幅度与表情；凌厉→稳定眼神；神秘→层叠结构,第一眼危险，第二眼凌厉，第三眼神秘
PS00574,温雅,清冷,坚毅,温雅、清冷、坚毅,温雅→收紧动作幅度与表情；清冷→稳定眼神；坚毅→简洁剪影,第一眼温雅，第二眼清冷，第三眼坚毅
PS00575,坦然,温柔,明亮,坦然、温柔、明亮,坦然→收紧动作幅度与表情；温柔→非人平静；明亮→层叠结构,第一眼坦然，第二眼温柔，第三眼明亮
PS00576,温柔,克己,市井,温柔、克己、市井,温柔→收紧动作幅度与表情；克己→结构不对称；市井→层叠结构,第一眼温柔，第二眼克己，第三眼市井
PS00577,隐忍,直率,柔软,隐忍、直率、柔软,隐忍→收紧动作幅度与表情；直率→放松眼尾/嘴角；柔软→层叠结构,第一眼隐忍，第二眼直率，第三眼柔软
PS00578,张扬,野性,亲和,张扬、野性、亲和,张扬→收紧动作幅度与表情；野性→材质温润；亲和→破损细节,第一眼张扬，第二眼野性，第三眼亲和
PS00579,神秘,聪慧,病弱,神秘、聪慧、病弱,神秘→收紧动作幅度与表情；聪慧→锐利眼型；病弱→层叠结构,第一眼神秘，第二眼聪慧，第三眼病弱
PS00580,坚毅,温润,病弱,坚毅、温润、病弱,坚毅→收紧动作幅度与表情；温润→材质温润；病弱→反差配色,第一眼坚毅，第二眼温润，第三眼病弱
PS00581,市井,病弱,天真,市井、病弱、天真,市井→收紧动作幅度与表情；病弱→结构不对称；天真→反差配色,第一眼市井，第二眼病弱，第三眼天真
PS00582,神秘,聪慧,明亮,神秘、聪慧、明亮,神秘→收紧动作幅度与表情；聪慧→强烈轮廓；明亮→反差配色,第一眼神秘，第二眼聪慧，第三眼明亮
PS00583,明亮,病弱,清冷,明亮、病弱、清冷,明亮→收紧动作幅度与表情；病弱→非人平静；清冷→层叠结构,第一眼明亮，第二眼病弱，第三眼清冷
PS00584,柔软,坦然,神性,柔软、坦然、神性,柔软→收紧动作幅度与表情；坦然→锐利眼型；神性→层叠结构,第一眼柔软，第二眼坦然，第三眼神性
PS00585,温雅,散漫,疯狂,温雅、散漫、疯狂,温雅→收紧动作幅度与表情；散漫→材质温润；疯狂→破损细节,第一眼温雅，第二眼散漫，第三眼疯狂
PS00586,直率,清冷,妖异,直率、清冷、妖异,直率→收紧动作幅度与表情；清冷→材质温润；妖异→反差配色,第一眼直率，第二眼清冷，第三眼妖异
PS00587,张扬,散漫,直率,张扬、散漫、直率,张扬→收紧动作幅度与表情；散漫→强烈轮廓；直率→破损细节,第一眼张扬，第二眼散漫，第三眼直率
PS00588,亲和,强健,妖异,亲和、强健、妖异,亲和→收紧动作幅度与表情；强健→锐利眼型；妖异→层叠结构,第一眼亲和，第二眼强健，第三眼妖异
PS00589,隐忍,狠戾,病弱,隐忍、狠戾、病弱,隐忍→收紧动作幅度与表情；狠戾→放松眼尾/嘴角；病弱→反差配色,第一眼隐忍，第二眼狠戾，第三眼病弱
PS00590,强健,慵懒,张扬,强健、慵懒、张扬,强健→收紧动作幅度与表情；慵懒→锐利眼型；张扬→层叠结构,第一眼强健，第二眼慵懒，第三眼张扬
PS00591,克己,神性,散漫,克己、神性、散漫,克己→收紧动作幅度与表情；神性→稳定眼神；散漫→高洁材质,第一眼克己，第二眼神性，第三眼散漫
PS00592,疏离,明亮,慵懒,疏离、明亮、慵懒,疏离→收紧动作幅度与表情；明亮→稳定眼神；慵懒→反差配色,第一眼疏离，第二眼明亮，第三眼慵懒
PS00593,从容,沧桑,聪慧,从容、沧桑、聪慧,从容→收紧动作幅度与表情；沧桑→结构不对称；聪慧→反差配色,第一眼从容，第二眼沧桑，第三眼聪慧
PS00594,阴郁,危险,疏离,阴郁、危险、疏离,阴郁→收紧动作幅度与表情；危险→材质温润；疏离→反差配色,第一眼阴郁，第二眼危险，第三眼疏离
PS00595,沧桑,天真,局促,沧桑、天真、局促,沧桑→收紧动作幅度与表情；天真→非人平静；局促→破损细节,第一眼沧桑，第二眼天真，第三眼局促
PS00596,狠戾,天真,冷酷,狠戾、天真、冷酷,狠戾→收紧动作幅度与表情；天真→稳定眼神；冷酷→反差配色,第一眼狠戾，第二眼天真，第三眼冷酷
PS00597,从容,神秘,疯狂,从容、神秘、疯狂,从容→收紧动作幅度与表情；神秘→结构不对称；疯狂→破损细节,第一眼从容，第二眼神秘，第三眼疯狂
PS00598,强健,病弱,坦然,强健、病弱、坦然,强健→收紧动作幅度与表情；病弱→稳定眼神；坦然→高洁材质,第一眼强健，第二眼病弱，第三眼坦然
PS00599,虔诚,慵懒,警觉,虔诚、慵懒、警觉,虔诚→收紧动作幅度与表情；慵懒→锐利眼型；警觉→高洁材质,第一眼虔诚，第二眼慵懒，第三眼警觉
PS00600,张扬,柔软,天真,张扬、柔软、天真,张扬→收紧动作幅度与表情；柔软→稳定眼神；天真→简洁剪影,第一眼张扬，第二眼柔软，第三眼天真
PS00601,沧桑,强健,躁动,沧桑、强健、躁动,沧桑→收紧动作幅度与表情；强健→非人平静；躁动→反差配色,第一眼沧桑，第二眼强健，第三眼躁动
PS00602,温润,凌厉,隐忍,温润、凌厉、隐忍,温润→收紧动作幅度与表情；凌厉→强烈轮廓；隐忍→高洁材质,第一眼温润，第二眼凌厉，第三眼隐忍
PS00603,沉静,暴烈,坚毅,沉静、暴烈、坚毅,沉静→收紧动作幅度与表情；暴烈→结构不对称；坚毅→层叠结构,第一眼沉静，第二眼暴烈，第三眼坚毅
PS00604,隐忍,从容,野性,隐忍、从容、野性,隐忍→收紧动作幅度与表情；从容→非人平静；野性→高洁材质,第一眼隐忍，第二眼从容，第三眼野性
PS00605,疏离,执拗,温润,疏离、执拗、温润,疏离→收紧动作幅度与表情；执拗→结构不对称；温润→简洁剪影,第一眼疏离，第二眼执拗，第三眼温润
PS00606,警觉,通透,凌厉,警觉、通透、凌厉,警觉→收紧动作幅度与表情；通透→材质温润；凌厉→反差配色,第一眼警觉，第二眼通透，第三眼凌厉
PS00607,局促,通透,警觉,局促、通透、警觉,局促→收紧动作幅度与表情；通透→锐利眼型；警觉→高洁材质,第一眼局促，第二眼通透，第三眼警觉
PS00608,隐忍,直率,沉静,隐忍、直率、沉静,隐忍→收紧动作幅度与表情；直率→放松眼尾/嘴角；沉静→反差配色,第一眼隐忍，第二眼直率，第三眼沉静
PS00609,凌厉,克制,慵懒,凌厉、克制、慵懒,凌厉→收紧动作幅度与表情；克制→结构不对称；慵懒→层叠结构,第一眼凌厉，第二眼克制，第三眼慵懒
PS00610,市井,从容,散漫,市井、从容、散漫,市井→收紧动作幅度与表情；从容→强烈轮廓；散漫→反差配色,第一眼市井，第二眼从容，第三眼散漫
PS00611,隐忍,疏离,温雅,隐忍、疏离、温雅,隐忍→收紧动作幅度与表情；疏离→结构不对称；温雅→层叠结构,第一眼隐忍，第二眼疏离，第三眼温雅
PS00612,沧桑,阴郁,冷酷,沧桑、阴郁、冷酷,沧桑→收紧动作幅度与表情；阴郁→稳定眼神；冷酷→层叠结构,第一眼沧桑，第二眼阴郁，第三眼冷酷
PS00613,叛逆,躁动,沧桑,叛逆、躁动、沧桑,叛逆→收紧动作幅度与表情；躁动→材质温润；沧桑→反差配色,第一眼叛逆，第二眼躁动，第三眼沧桑
PS00614,神性,明亮,温柔,神性、明亮、温柔,神性→收紧动作幅度与表情；明亮→放松眼尾/嘴角；温柔→简洁剪影,第一眼神性，第二眼明亮，第三眼温柔
PS00615,坚毅,温润,狠戾,坚毅、温润、狠戾,坚毅→收紧动作幅度与表情；温润→结构不对称；狠戾→反差配色,第一眼坚毅，第二眼温润，第三眼狠戾
PS00616,柔软,散漫,克己,柔软、散漫、克己,柔软→收紧动作幅度与表情；散漫→稳定眼神；克己→简洁剪影,第一眼柔软，第二眼散漫，第三眼克己
PS00617,悲悯,聪慧,温柔,悲悯、聪慧、温柔,悲悯→收紧动作幅度与表情；聪慧→强烈轮廓；温柔→反差配色,第一眼悲悯，第二眼聪慧，第三眼温柔
PS00618,沉静,温柔,执拗,沉静、温柔、执拗,沉静→收紧动作幅度与表情；温柔→锐利眼型；执拗→反差配色,第一眼沉静，第二眼温柔，第三眼执拗
PS00619,局促,温柔,警觉,局促、温柔、警觉,局促→收紧动作幅度与表情；温柔→稳定眼神；警觉→破损细节,第一眼局促，第二眼温柔，第三眼警觉
PS00620,散漫,天真,神性,散漫、天真、神性,散漫→收紧动作幅度与表情；天真→材质温润；神性→简洁剪影,第一眼散漫，第二眼天真，第三眼神性
PS00621,沉静,危险,阴郁,沉静、危险、阴郁,沉静→收紧动作幅度与表情；危险→强烈轮廓；阴郁→反差配色,第一眼沉静，第二眼危险，第三眼阴郁
PS00622,沧桑,从容,暴烈,沧桑、从容、暴烈,沧桑→收紧动作幅度与表情；从容→稳定眼神；暴烈→反差配色,第一眼沧桑，第二眼从容，第三眼暴烈
PS00623,坚毅,隐忍,高贵,坚毅、隐忍、高贵,坚毅→收紧动作幅度与表情；隐忍→材质温润；高贵→反差配色,第一眼坚毅，第二眼隐忍，第三眼高贵
PS00624,叛逆,高贵,警觉,叛逆、高贵、警觉,叛逆→收紧动作幅度与表情；高贵→稳定眼神；警觉→简洁剪影,第一眼叛逆，第二眼高贵，第三眼警觉
PS00625,神秘,沧桑,张扬,神秘、沧桑、张扬,神秘→收紧动作幅度与表情；沧桑→非人平静；张扬→高洁材质,第一眼神秘，第二眼沧桑，第三眼张扬
PS00626,神秘,疯狂,冷酷,神秘、疯狂、冷酷,神秘→收紧动作幅度与表情；疯狂→材质温润；冷酷→高洁材质,第一眼神秘，第二眼疯狂，第三眼冷酷
PS00627,市井,亲和,聪慧,市井、亲和、聪慧,市井→收紧动作幅度与表情；亲和→材质温润；聪慧→简洁剪影,第一眼市井，第二眼亲和，第三眼聪慧
PS00628,神秘,局促,病弱,神秘、局促、病弱,神秘→收紧动作幅度与表情；局促→材质温润；病弱→层叠结构,第一眼神秘，第二眼局促，第三眼病弱
PS00629,慵懒,警觉,放纵,慵懒、警觉、放纵,慵懒→收紧动作幅度与表情；警觉→放松眼尾/嘴角；放纵→破损细节,第一眼慵懒，第二眼警觉，第三眼放纵
PS00630,阴郁,叛逆,悲悯,阴郁、叛逆、悲悯,阴郁→收紧动作幅度与表情；叛逆→放松眼尾/嘴角；悲悯→高洁材质,第一眼阴郁，第二眼叛逆，第三眼悲悯
PS00631,躁动,冷酷,可靠,躁动、冷酷、可靠,躁动→收紧动作幅度与表情；冷酷→材质温润；可靠→层叠结构,第一眼躁动，第二眼冷酷，第三眼可靠
PS00632,沉静,高贵,暴烈,沉静、高贵、暴烈,沉静→收紧动作幅度与表情；高贵→稳定眼神；暴烈→破损细节,第一眼沉静，第二眼高贵，第三眼暴烈
PS00633,躁动,沧桑,高贵,躁动、沧桑、高贵,躁动→收紧动作幅度与表情；沧桑→锐利眼型；高贵→层叠结构,第一眼躁动，第二眼沧桑，第三眼高贵
PS00634,坦然,叛逆,温柔,坦然、叛逆、温柔,坦然→收紧动作幅度与表情；叛逆→强烈轮廓；温柔→简洁剪影,第一眼坦然，第二眼叛逆，第三眼温柔
PS00635,警觉,执拗,疏离,警觉、执拗、疏离,警觉→收紧动作幅度与表情；执拗→材质温润；疏离→简洁剪影,第一眼警觉，第二眼执拗，第三眼疏离
PS00636,放纵,野性,沧桑,放纵、野性、沧桑,放纵→收紧动作幅度与表情；野性→材质温润；沧桑→简洁剪影,第一眼放纵，第二眼野性，第三眼沧桑
PS00637,叛逆,野性,隐忍,叛逆、野性、隐忍,叛逆→收紧动作幅度与表情；野性→稳定眼神；隐忍→层叠结构,第一眼叛逆，第二眼野性，第三眼隐忍
PS00638,疯狂,狠戾,可靠,疯狂、狠戾、可靠,疯狂→收紧动作幅度与表情；狠戾→锐利眼型；可靠→高洁材质,第一眼疯狂，第二眼狠戾，第三眼可靠
PS00639,直率,悲悯,局促,直率、悲悯、局促,直率→收紧动作幅度与表情；悲悯→强烈轮廓；局促→高洁材质,第一眼直率，第二眼悲悯，第三眼局促
PS00640,散漫,悲悯,从容,散漫、悲悯、从容,散漫→收紧动作幅度与表情；悲悯→放松眼尾/嘴角；从容→层叠结构,第一眼散漫，第二眼悲悯，第三眼从容
PS00641,克制,明亮,温润,克制、明亮、温润,克制→收紧动作幅度与表情；明亮→强烈轮廓；温润→简洁剪影,第一眼克制，第二眼明亮，第三眼温润
PS00642,躁动,暴烈,危险,躁动、暴烈、危险,躁动→收紧动作幅度与表情；暴烈→材质温润；危险→反差配色,第一眼躁动，第二眼暴烈，第三眼危险
PS00643,天真,阴郁,沧桑,天真、阴郁、沧桑,天真→收紧动作幅度与表情；阴郁→结构不对称；沧桑→反差配色,第一眼天真，第二眼阴郁，第三眼沧桑
PS00644,通透,沉稳,坦然,通透、沉稳、坦然,通透→收紧动作幅度与表情；沉稳→非人平静；坦然→层叠结构,第一眼通透，第二眼沉稳，第三眼坦然
PS00645,隐忍,柔软,沧桑,隐忍、柔软、沧桑,隐忍→收紧动作幅度与表情；柔软→材质温润；沧桑→简洁剪影,第一眼隐忍，第二眼柔软，第三眼沧桑
PS00646,狠戾,阴郁,暴烈,狠戾、阴郁、暴烈,狠戾→收紧动作幅度与表情；阴郁→强烈轮廓；暴烈→反差配色,第一眼狠戾，第二眼阴郁，第三眼暴烈
PS00647,躁动,妖异,高贵,躁动、妖异、高贵,躁动→收紧动作幅度与表情；妖异→结构不对称；高贵→层叠结构,第一眼躁动，第二眼妖异，第三眼高贵
PS00648,野性,冷酷,阴郁,野性、冷酷、阴郁,野性→收紧动作幅度与表情；冷酷→非人平静；阴郁→简洁剪影,第一眼野性，第二眼冷酷，第三眼阴郁
PS00649,野性,市井,放纵,野性、市井、放纵,野性→收紧动作幅度与表情；市井→材质温润；放纵→层叠结构,第一眼野性，第二眼市井，第三眼放纵
PS00650,疏离,沉稳,悲悯,疏离、沉稳、悲悯,疏离→收紧动作幅度与表情；沉稳→稳定眼神；悲悯→破损细节,第一眼疏离，第二眼沉稳，第三眼悲悯
PS00651,天真,慵懒,妖异,天真、慵懒、妖异,天真→收紧动作幅度与表情；慵懒→结构不对称；妖异→层叠结构,第一眼天真，第二眼慵懒，第三眼妖异
PS00652,狠戾,明亮,高贵,狠戾、明亮、高贵,狠戾→收紧动作幅度与表情；明亮→强烈轮廓；高贵→简洁剪影,第一眼狠戾，第二眼明亮，第三眼高贵
PS00653,张扬,悲悯,神秘,张扬、悲悯、神秘,张扬→收紧动作幅度与表情；悲悯→结构不对称；神秘→简洁剪影,第一眼张扬，第二眼悲悯，第三眼神秘
PS00654,沧桑,执拗,可靠,沧桑、执拗、可靠,沧桑→收紧动作幅度与表情；执拗→稳定眼神；可靠→破损细节,第一眼沧桑，第二眼执拗，第三眼可靠
PS00655,明亮,疯狂,克己,明亮、疯狂、克己,明亮→收紧动作幅度与表情；疯狂→放松眼尾/嘴角；克己→反差配色,第一眼明亮，第二眼疯狂，第三眼克己
PS00656,从容,局促,温润,从容、局促、温润,从容→收紧动作幅度与表情；局促→锐利眼型；温润→高洁材质,第一眼从容，第二眼局促，第三眼温润
PS00657,温雅,放纵,神性,温雅、放纵、神性,温雅→收紧动作幅度与表情；放纵→结构不对称；神性→破损细节,第一眼温雅，第二眼放纵，第三眼神性
PS00658,天真,执拗,市井,天真、执拗、市井,天真→收紧动作幅度与表情；执拗→锐利眼型；市井→高洁材质,第一眼天真，第二眼执拗，第三眼市井
PS00659,散漫,可靠,温柔,散漫、可靠、温柔,散漫→收紧动作幅度与表情；可靠→放松眼尾/嘴角；温柔→层叠结构,第一眼散漫，第二眼可靠，第三眼温柔
PS00660,狠戾,病弱,亲和,狠戾、病弱、亲和,狠戾→收紧动作幅度与表情；病弱→结构不对称；亲和→反差配色,第一眼狠戾，第二眼病弱，第三眼亲和
PS00661,温润,沉稳,通透,温润、沉稳、通透,温润→收紧动作幅度与表情；沉稳→稳定眼神；通透→层叠结构,第一眼温润，第二眼沉稳，第三眼通透
PS00662,散漫,阴郁,张扬,散漫、阴郁、张扬,散漫→收紧动作幅度与表情；阴郁→放松眼尾/嘴角；张扬→简洁剪影,第一眼散漫，第二眼阴郁，第三眼张扬
PS00663,孤傲,沧桑,虔诚,孤傲、沧桑、虔诚,孤傲→收紧动作幅度与表情；沧桑→材质温润；虔诚→反差配色,第一眼孤傲，第二眼沧桑，第三眼虔诚
PS00664,野性,柔软,从容,野性、柔软、从容,野性→收紧动作幅度与表情；柔软→结构不对称；从容→高洁材质,第一眼野性，第二眼柔软，第三眼从容
PS00665,从容,虔诚,躁动,从容、虔诚、躁动,从容→收紧动作幅度与表情；虔诚→强烈轮廓；躁动→反差配色,第一眼从容，第二眼虔诚，第三眼躁动
PS00666,聪慧,明亮,凌厉,聪慧、明亮、凌厉,聪慧→收紧动作幅度与表情；明亮→材质温润；凌厉→简洁剪影,第一眼聪慧，第二眼明亮，第三眼凌厉
PS00667,明亮,狠戾,叛逆,明亮、狠戾、叛逆,明亮→收紧动作幅度与表情；狠戾→材质温润；叛逆→层叠结构,第一眼明亮，第二眼狠戾，第三眼叛逆
PS00668,危险,疯狂,温柔,危险、疯狂、温柔,危险→收紧动作幅度与表情；疯狂→放松眼尾/嘴角；温柔→层叠结构,第一眼危险，第二眼疯狂，第三眼温柔
PS00669,隐忍,明亮,神性,隐忍、明亮、神性,隐忍→收紧动作幅度与表情；明亮→稳定眼神；神性→层叠结构,第一眼隐忍，第二眼明亮，第三眼神性
PS00670,执拗,局促,疏离,执拗、局促、疏离,执拗→收紧动作幅度与表情；局促→非人平静；疏离→层叠结构,第一眼执拗，第二眼局促，第三眼疏离
PS00671,妖异,亲和,直率,妖异、亲和、直率,妖异→收紧动作幅度与表情；亲和→放松眼尾/嘴角；直率→简洁剪影,第一眼妖异，第二眼亲和，第三眼直率
PS00672,冷酷,虔诚,凌厉,冷酷、虔诚、凌厉,冷酷→收紧动作幅度与表情；虔诚→非人平静；凌厉→高洁材质,第一眼冷酷，第二眼虔诚，第三眼凌厉
PS00673,隐忍,悲悯,局促,隐忍、悲悯、局促,隐忍→收紧动作幅度与表情；悲悯→结构不对称；局促→简洁剪影,第一眼隐忍，第二眼悲悯，第三眼局促
PS00674,隐忍,神性,疯狂,隐忍、神性、疯狂,隐忍→收紧动作幅度与表情；神性→强烈轮廓；疯狂→高洁材质,第一眼隐忍，第二眼神性，第三眼疯狂
PS00675,疯狂,疏离,强健,疯狂、疏离、强健,疯狂→收紧动作幅度与表情；疏离→锐利眼型；强健→高洁材质,第一眼疯狂，第二眼疏离，第三眼强健
PS00676,疯狂,明亮,阴郁,疯狂、明亮、阴郁,疯狂→收紧动作幅度与表情；明亮→结构不对称；阴郁→简洁剪影,第一眼疯狂，第二眼明亮，第三眼阴郁
PS00677,隐忍,温润,局促,隐忍、温润、局促,隐忍→收紧动作幅度与表情；温润→锐利眼型；局促→破损细节,第一眼隐忍，第二眼温润，第三眼局促
PS00678,市井,隐忍,通透,市井、隐忍、通透,市井→收紧动作幅度与表情；隐忍→锐利眼型；通透→高洁材质,第一眼市井，第二眼隐忍，第三眼通透
PS00679,暴烈,慵懒,局促,暴烈、慵懒、局促,暴烈→收紧动作幅度与表情；慵懒→非人平静；局促→简洁剪影,第一眼暴烈，第二眼慵懒，第三眼局促
PS00680,放纵,高贵,散漫,放纵、高贵、散漫,放纵→收紧动作幅度与表情；高贵→结构不对称；散漫→破损细节,第一眼放纵，第二眼高贵，第三眼散漫
PS00681,柔软,阴郁,疯狂,柔软、阴郁、疯狂,柔软→收紧动作幅度与表情；阴郁→锐利眼型；疯狂→简洁剪影,第一眼柔软，第二眼阴郁，第三眼疯狂
PS00682,散漫,凌厉,坦然,散漫、凌厉、坦然,散漫→收紧动作幅度与表情；凌厉→材质温润；坦然→破损细节,第一眼散漫，第二眼凌厉，第三眼坦然
PS00683,执拗,危险,隐忍,执拗、危险、隐忍,执拗→收紧动作幅度与表情；危险→材质温润；隐忍→高洁材质,第一眼执拗，第二眼危险，第三眼隐忍
PS00684,温柔,狠戾,神性,温柔、狠戾、神性,温柔→收紧动作幅度与表情；狠戾→稳定眼神；神性→高洁材质,第一眼温柔，第二眼狠戾，第三眼神性
PS00685,沉静,放纵,凌厉,沉静、放纵、凌厉,沉静→收紧动作幅度与表情；放纵→强烈轮廓；凌厉→高洁材质,第一眼沉静，第二眼放纵，第三眼凌厉
PS00686,慵懒,病弱,冷酷,慵懒、病弱、冷酷,慵懒→收紧动作幅度与表情；病弱→锐利眼型；冷酷→高洁材质,第一眼慵懒，第二眼病弱，第三眼冷酷
PS00687,凌厉,强健,冷酷,凌厉、强健、冷酷,凌厉→收紧动作幅度与表情；强健→稳定眼神；冷酷→破损细节,第一眼凌厉，第二眼强健，第三眼冷酷
PS00688,孤傲,狠戾,可靠,孤傲、狠戾、可靠,孤傲→收紧动作幅度与表情；狠戾→稳定眼神；可靠→反差配色,第一眼孤傲，第二眼狠戾，第三眼可靠
PS00689,从容,温润,温柔,从容、温润、温柔,从容→收紧动作幅度与表情；温润→强烈轮廓；温柔→层叠结构,第一眼从容，第二眼温润，第三眼温柔
PS00690,危险,暴烈,市井,危险、暴烈、市井,危险→收紧动作幅度与表情；暴烈→放松眼尾/嘴角；市井→层叠结构,第一眼危险，第二眼暴烈，第三眼市井
PS00691,慵懒,疏离,克制,慵懒、疏离、克制,慵懒→收紧动作幅度与表情；疏离→稳定眼神；克制→简洁剪影,第一眼慵懒，第二眼疏离，第三眼克制
PS00692,暴烈,慵懒,神性,暴烈、慵懒、神性,暴烈→收紧动作幅度与表情；慵懒→锐利眼型；神性→反差配色,第一眼暴烈，第二眼慵懒，第三眼神性
PS00693,克己,沉稳,温柔,克己、沉稳、温柔,克己→收紧动作幅度与表情；沉稳→锐利眼型；温柔→高洁材质,第一眼克己，第二眼沉稳，第三眼温柔
PS00694,妖异,克制,冷酷,妖异、克制、冷酷,妖异→收紧动作幅度与表情；克制→稳定眼神；冷酷→层叠结构,第一眼妖异，第二眼克制，第三眼冷酷
PS00695,局促,柔软,聪慧,局促、柔软、聪慧,局促→收紧动作幅度与表情；柔软→非人平静；聪慧→破损细节,第一眼局促，第二眼柔软，第三眼聪慧
PS00696,温柔,狠戾,柔软,温柔、狠戾、柔软,温柔→收紧动作幅度与表情；狠戾→锐利眼型；柔软→简洁剪影,第一眼温柔，第二眼狠戾，第三眼柔软
PS00697,慵懒,直率,妖异,慵懒、直率、妖异,慵懒→收紧动作幅度与表情；直率→材质温润；妖异→简洁剪影,第一眼慵懒，第二眼直率，第三眼妖异
PS00698,强健,明亮,坚毅,强健、明亮、坚毅,强健→收紧动作幅度与表情；明亮→放松眼尾/嘴角；坚毅→反差配色,第一眼强健，第二眼明亮，第三眼坚毅
PS00699,隐忍,慵懒,沉稳,隐忍、慵懒、沉稳,隐忍→收紧动作幅度与表情；慵懒→稳定眼神；沉稳→层叠结构,第一眼隐忍，第二眼慵懒，第三眼沉稳
PS00700,疯狂,神秘,疏离,疯狂、神秘、疏离,疯狂→收紧动作幅度与表情；神秘→放松眼尾/嘴角；疏离→破损细节,第一眼疯狂，第二眼神秘，第三眼疏离
PS00701,坦然,疯狂,克制,坦然、疯狂、克制,坦然→收紧动作幅度与表情；疯狂→锐利眼型；克制→反差配色,第一眼坦然，第二眼疯狂，第三眼克制
PS00702,强健,隐忍,放纵,强健、隐忍、放纵,强健→收紧动作幅度与表情；隐忍→非人平静；放纵→破损细节,第一眼强健，第二眼隐忍，第三眼放纵
PS00703,隐忍,强健,通透,隐忍、强健、通透,隐忍→收紧动作幅度与表情；强健→锐利眼型；通透→破损细节,第一眼隐忍，第二眼强健，第三眼通透
PS00704,虔诚,局促,神性,虔诚、局促、神性,虔诚→收紧动作幅度与表情；局促→稳定眼神；神性→反差配色,第一眼虔诚，第二眼局促，第三眼神性
PS00705,躁动,天真,危险,躁动、天真、危险,躁动→收紧动作幅度与表情；天真→材质温润；危险→破损细节,第一眼躁动，第二眼天真，第三眼危险
PS00706,温雅,神性,直率,温雅、神性、直率,温雅→收紧动作幅度与表情；神性→强烈轮廓；直率→高洁材质,第一眼温雅，第二眼神性，第三眼直率
PS00707,虔诚,隐忍,柔软,虔诚、隐忍、柔软,虔诚→收紧动作幅度与表情；隐忍→稳定眼神；柔软→简洁剪影,第一眼虔诚，第二眼隐忍，第三眼柔软
PS00708,明亮,警觉,坚毅,明亮、警觉、坚毅,明亮→收紧动作幅度与表情；警觉→结构不对称；坚毅→高洁材质,第一眼明亮，第二眼警觉，第三眼坚毅
PS00709,局促,放纵,暴烈,局促、放纵、暴烈,局促→收紧动作幅度与表情；放纵→强烈轮廓；暴烈→高洁材质,第一眼局促，第二眼放纵，第三眼暴烈
